title,artist,NN,NNP,DT,IN,JJ,NNS,CC,PRP,VB,VBG,I,n't,love,'s,'m,like,You,know,And,night,na,baby,got,yeah,oh,But,Oh,get,wan,'re,bum,We,go,ya,want,Do,one,way,It,let,average characters,uniqueness,average words,num long words,popular
James Joint,Rihanna,6.0,4.0,0.0,1.0,3.0,5.0,0.0,7.0,12.0,4.0,0.078125,0.078125,0.03125,0.0,0.0,0.015625,0.0,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,0.0,0.015625,0.0,0.015625,0.0,0.0,0.03125,0.0625,0.0,0.0,0.0,0.0,3.84375,0.628571428571,40.0,0.1875,n
Jump,Rihanna,120.0,54.0,3.0,11.0,15.0,6.0,2.0,26.0,15.0,11.0,0.0446428571429,0.0357142857143,0.00595238095238,0.0357142857143,0.00892857142857,0.00892857142857,0.0267857142857,0.014880952381,0.00297619047619,0.0,0.00297619047619,0.0,0.014880952381,0.0,0.0,0.00297619047619,0.0,0.00595238095238,0.0,0.0,0.0,0.0,0.00595238095238,0.0,0.0178571428571,0.00595238095238,0.0,0.00297619047619,0.00595238095238,0.0238095238095,3.80952380952,0.246341463415,231.0,0.107142857143,n
Lost In Paradise,Rihanna,15.0,3.0,2.0,5.0,11.0,7.0,0.0,19.0,8.0,1.0,0.121495327103,0.0,0.0373831775701,0.00934579439252,0.0280373831776,0.00934579439252,0.0,0.00934579439252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018691588785,0.0,0.0,0.0,0.0,0.0,0.0,0.0373831775701,0.0,3.99065420561,0.472222222222,172.0,0.196261682243,n
Love The Way You Lie (Part II),Rihanna,89.0,30.0,2.0,11.0,38.0,18.0,10.0,25.0,16.0,5.0,0.0686567164179,0.0,0.0417910447761,0.00298507462687,0.0,0.0119402985075,0.00298507462687,0.00298507462687,0.00597014925373,0.00298507462687,0.0208955223881,0.00298507462687,0.0,0.00298507462687,0.0,0.0238805970149,0.0,0.0,0.00298507462687,0.00298507462687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044776119403,0.00298507462687,0.0,4.33432835821,0.513736263736,263.0,0.214925373134,n
Love Without Tragedy / Mother Mary,Rihanna,49.0,34.0,0.0,10.0,21.0,9.0,3.0,26.0,13.0,2.0,0.0836501901141,0.0304182509506,0.0266159695817,0.041825095057,0.0266159695817,0.00380228136882,0.0114068441065,0.00380228136882,0.00760456273764,0.00380228136882,0.00380228136882,0.0,0.00760456273764,0.0,0.0,0.00380228136882,0.00760456273764,0.0,0.00380228136882,0.0,0.0,0.0,0.00380228136882,0.0,0.0,0.0,0.00380228136882,0.00380228136882,0.0,0.00380228136882,4.17490494297,0.468864468864,65.8,0.277566539924,n
Mad House,Rihanna,15.0,41.0,0.0,1.0,5.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0919540229885,0.0,0.0,0.0,0.0,0.0,0.0,0.0229885057471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.95402298851,0.172661870504,119.0,0.103448275862,n
Never Ending,Rihanna,18.0,13.0,3.0,3.0,7.0,0.0,2.0,15.0,14.0,4.0,0.0932203389831,0.0169491525424,0.0508474576271,0.0338983050847,0.0,0.0,0.0,0.0,0.0169491525424,0.0,0.0,0.0,0.0,0.0,0.00847457627119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0169491525424,0.0,4.70338983051,0.446153846154,61.3333333333,0.313559322034,n
No Love Allowed,Rihanna,75.0,21.0,0.0,6.0,17.0,4.0,8.0,26.0,15.0,10.0,0.0583333333333,0.00416666666667,0.0416666666667,0.025,0.025,0.00416666666667,0.0,0.0,0.0166666666667,0.0,0.0,0.0,0.0,0.208333333333,0.0,0.00416666666667,0.0125,0.00416666666667,0.0,0.0,0.0,0.0,0.0,0.00416666666667,0.0,0.00416666666667,0.00833333333333,0.0,0.0125,0.00416666666667,4.2375,0.393442622951,182.5,0.204166666667,n
Nobody's Business,Rihanna,89.0,27.0,0.0,2.0,19.0,2.0,13.0,28.0,17.0,0.0,0.0351437699681,0.0607028753994,0.0447284345048,0.0638977635783,0.0,0.00638977635783,0.038338658147,0.0,0.00319488817891,0.0,0.0159744408946,0.0607028753994,0.0,0.0,0.0,0.038338658147,0.0,0.00319488817891,0.0159744408946,0.0,0.0,0.0,0.0,0.0,0.00638977635783,0.0,0.00638977635783,0.0,0.0159744408946,0.0,4.06709265176,0.196875,199.0,0.226837060703,n
Numb,Rihanna,39.0,15.0,0.0,3.0,13.0,5.0,2.0,23.0,8.0,13.0,0.149350649351,0.025974025974,0.00649350649351,0.00649350649351,0.11038961039,0.0,0.0,0.0,0.00649350649351,0.0,0.0,0.0,0.00649350649351,0.012987012987,0.0,0.00649350649351,0.0,0.00649350649351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00649350649351,0.0,0.00649350649351,0.0,0.0,3.68181818182,0.514619883041,95.0,0.12987012987,n
Photographs,Rihanna,43.0,29.0,9.0,22.0,10.0,6.0,4.0,52.0,9.0,12.0,0.137313432836,0.0208955223881,0.0089552238806,0.0179104477612,0.0149253731343,0.00597014925373,0.00298507462687,0.00597014925373,0.00597014925373,0.0,0.00597014925373,0.00597014925373,0.0686567164179,0.0,0.00298507462687,0.00597014925373,0.0,0.0,0.00597014925373,0.0119402985075,0.0,0.0,0.0,0.0,0.0,0.0,0.0149253731343,0.0,0.0119402985075,0.0,3.77910447761,0.321989528796,17.2962962963,0.185074626866,n
Raining Men,Rihanna,83.0,52.0,1.0,18.0,28.0,10.0,3.0,9.0,12.0,38.0,0.0240963855422,0.0451807228916,0.0,0.0,0.00301204819277,0.0361445783133,0.00301204819277,0.00903614457831,0.00602409638554,0.0,0.00301204819277,0.00903614457831,0.0210843373494,0.00602409638554,0.0,0.00301204819277,0.0180722891566,0.00301204819277,0.00301204819277,0.0,0.0,0.0,0.00903614457831,0.00301204819277,0.00903614457831,0.00301204819277,0.00301204819277,0.00301204819277,0.0,0.0120481927711,4.39759036145,0.439473684211,61.625,0.259036144578,n
Red Lipstick,Rihanna,34.0,35.0,2.0,8.0,13.0,5.0,2.0,8.0,18.0,32.0,0.015503875969,0.139534883721,0.0,0.0077519379845,0.0,0.0,0.0,0.0077519379845,0.0,0.0,0.0,0.0077519379845,0.031007751938,0.031007751938,0.0,0.0077519379845,0.0,0.0077519379845,0.0,0.0,0.0,0.0,0.015503875969,0.0077519379845,0.015503875969,0.015503875969,0.0,0.0077519379845,0.0,0.015503875969,3.99224806202,0.193103448276,326.0,0.201550387597,n
Roc Me Out,Rihanna,35.0,29.0,5.0,12.0,20.0,8.0,1.0,25.0,10.0,1.0,0.0918367346939,0.015306122449,0.0,0.015306122449,0.0102040816327,0.0459183673469,0.0255102040816,0.0255102040816,0.00510204081633,0.0,0.0102040816327,0.00510204081633,0.0,0.0204081632653,0.0102040816327,0.0,0.0,0.015306122449,0.00510204081633,0.00510204081633,0.0,0.00510204081633,0.0,0.0,0.0255102040816,0.0,0.0,0.00510204081633,0.00510204081633,0.00510204081633,3.61224489796,0.362068965517,127.0,0.0612244897959,n
Same Ol' Mistakes,Rihanna,34.0,20.0,3.0,17.0,28.0,10.0,12.0,32.0,4.0,4.0,0.122047244094,0.0157480314961,0.00787401574803,0.0629921259843,0.00393700787402,0.0433070866142,0.0,0.0669291338583,0.0275590551181,0.0,0.0,0.0,0.0236220472441,0.0,0.0,0.0196850393701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00787401574803,0.0,0.00393700787402,3.84645669291,0.377358490566,57.5,0.161417322835,n
Skin,Rihanna,42.0,54.0,9.0,16.0,32.0,13.0,1.0,40.0,33.0,5.0,0.0863095238095,0.0267857142857,0.0,0.00297619047619,0.0178571428571,0.0178571428571,0.0327380952381,0.0297619047619,0.00297619047619,0.0,0.047619047619,0.0238095238095,0.014880952381,0.0,0.0178571428571,0.0,0.0,0.0,0.0357142857143,0.00297619047619,0.0,0.0,0.0,0.00297619047619,0.00595238095238,0.0178571428571,0.0,0.00595238095238,0.0,0.0,3.49107142857,0.304347826087,226.0,0.10119047619,n
Sledgehammer,Rihanna,27.0,5.0,6.0,4.0,22.0,8.0,5.0,44.0,10.0,8.0,0.188172043011,0.0,0.0,0.010752688172,0.0430107526882,0.0,0.0322580645161,0.0,0.0161290322581,0.0,0.0,0.0,0.0,0.010752688172,0.0,0.010752688172,0.0215053763441,0.00537634408602,0.0,0.0322580645161,0.0,0.0,0.010752688172,0.0,0.0,0.0,0.0,0.0,0.0,0.00537634408602,4.10215053763,0.347619047619,134.0,0.215053763441,n
Stupid In Love,Rihanna,26.0,11.0,4.0,7.0,23.0,6.0,8.0,39.0,18.0,9.0,0.134453781513,0.0588235294118,0.0252100840336,0.00840336134454,0.046218487395,0.0210084033613,0.0126050420168,0.0168067226891,0.0210084033613,0.0,0.00420168067227,0.0,0.0,0.0,0.00420168067227,0.0126050420168,0.00420168067227,0.0,0.00420168067227,0.00420168067227,0.0,0.0,0.00420168067227,0.0,0.00840336134454,0.0168067226891,0.0126050420168,0.0,0.0,0.0,3.71008403361,0.412878787879,114.0,0.18487394958,n
Te Amo,Rihanna,46.0,12.0,2.0,9.0,10.0,6.0,5.0,38.0,23.0,12.0,0.122047244094,0.0314960629921,0.0511811023622,0.0196850393701,0.0157480314961,0.0,0.0,0.0,0.00393700787402,0.00393700787402,0.011811023622,0.0,0.00787401574803,0.0,0.0,0.0157480314961,0.0,0.0,0.0,0.0,0.0,0.0,0.011811023622,0.0,0.0,0.0275590551181,0.0,0.00393700787402,0.0,0.011811023622,3.50393700787,0.309160305344,84.5,0.11811023622,n
Towards the Sun,Rihanna,41.0,22.0,0.0,1.0,13.0,11.0,9.0,15.0,27.0,0.0,0.0409836065574,0.0409836065574,0.00409836065574,0.0245901639344,0.0,0.0,0.0122950819672,0.016393442623,0.0368852459016,0.00409836065574,0.0122950819672,0.0,0.0,0.0,0.0,0.0,0.0,0.00409836065574,0.0,0.0,0.0,0.0,0.00819672131148,0.0,0.0,0.0368852459016,0.0,0.0,0.00819672131148,0.0,4.13524590164,0.266159695817,86.25,0.196721311475,n
Wait Your Turn,Rihanna,39.0,13.0,8.0,2.0,13.0,4.0,4.0,17.0,7.0,6.0,0.0520231213873,0.0404624277457,0.00578034682081,0.028901734104,0.0115606936416,0.00578034682081,0.0173410404624,0.00578034682081,0.00578034682081,0.0,0.0115606936416,0.0,0.0115606936416,0.0,0.0,0.0173410404624,0.0,0.0,0.0115606936416,0.0173410404624,0.0,0.0,0.0,0.00578034682081,0.00578034682081,0.0,0.00578034682081,0.0173410404624,0.0173410404624,0.00578034682081,3.8612716763,0.569060773481,16.8235294118,0.132947976879,n
Watch n' Learn,Rihanna,92.0,69.0,0.0,28.0,16.0,4.0,0.0,13.0,12.0,3.0,0.0379746835443,0.00316455696203,0.00949367088608,0.00949367088608,0.0,0.0348101265823,0.00316455696203,0.0,0.0,0.0,0.00316455696203,0.117088607595,0.0,0.0,0.0,0.0,0.0506329113924,0.0,0.0,0.0,0.0,0.0,0.0,0.00949367088608,0.00949367088608,0.0,0.0,0.0126582278481,0.0,0.0,3.89556962025,0.219696969697,561.0,0.0601265822785,n
Who's That Chick?,Rihanna,81.0,48.0,1.0,7.0,23.0,0.0,0.0,11.0,6.0,9.0,0.0516431924883,0.0,0.0093896713615,0.00469483568075,0.0,0.0234741784038,0.0,0.0,0.0,0.0093896713615,0.018779342723,0.0,0.0093896713615,0.0093896713615,0.0281690140845,0.0,0.00469483568075,0.0,0.018779342723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.65727699531,0.340248962656,15.1904761905,0.201877934272,n
Woo,Rihanna,42.0,38.0,1.0,4.0,11.0,3.0,0.0,11.0,19.0,5.0,0.0515463917526,0.0515463917526,0.0154639175258,0.00515463917526,0.0,0.00515463917526,0.0,0.00515463917526,0.0,0.00515463917526,0.0,0.0,0.0,0.123711340206,0.0,0.0,0.0,0.00515463917526,0.0,0.00515463917526,0.0,0.0,0.0,0.0360824742268,0.00515463917526,0.0,0.0,0.0,0.0,0.0,3.64948453608,0.327510917031,285.0,0.103092783505,n
