Source (A),Source (B),Source (C),Source (D),WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
Rolex,Ayo & Teo,"I just want a Rollie, Rollie, Rollie with a dab of ranch I already got some designer to hold up my pants I just want some ice on my wrist so I look better when I dance Have you lookin' at it, put you in a trance I just want a Rollie, Rollie, Rollie with a dab of ranch I already got some designer to hold up my pants I just want some ice on my wrist so I look better when I dance Have you lookin' at it, put you in a trance Yeah, yeah, yeah All I ever wanted was a Rollie, Rollie All I ever wanted was a Rollie, Rollie Cooler than a snowman with the ice all on me Now your chick all on me, now your chick all on me My Rollie don't tick tock, it just glide Keep starin' at it and you might go blind I be movin' clean, I don't even try All I see is bands, bands, I spy Yeah, dat way I need that moola by Tuesday Yeah, dat way I low key feel like fungswae I just now got started Got views on views, I'm poppin' My diamonds goin' retarded Your girl on deck, it's a party I just want a Rollie, Rollie, Rollie with a dab of ranch I already got some designer to hold up my pants I just want some ice on my wrist so I look better when I dance Have you lookin' at it, put you in a trance I just want a Rollie, Rollie, Rollie with a dab of ranch I already got some designer to hold up my pants I just want some ice on my wrist so I look better when I dance Have you lookin' at it, put you in a trance Yeah, yeah, yeah All I ever wanted was a Rollie, Rollie All I ever wanted was a Rollie, Rollie Cooler than a snowman with the ice all on me Now your chick all on me, now your chick all on me Blue face Rollie, red face Rollie, ayy Purple face Rollie like some Teletubbies, ayy Baby diamonds wet, shinin' like some guppies Your man's hatin', probably 'cause his girl love me, ayy I pull up to the mall and I'm flexin' on your hoe Galio in the cut, and he got them buffies ayy Whiteskins got me goin' crazy, crazy, ayy Your girl love me 'cause she prolly want my baby, ayy Ice on my neck cost like five K I want a girl built just like Kim K Karate chop that bitch just like a sensei Pull over in a 'Rari or a Bentley, ayy I just want a Rollie, Rollie, Rollie with a dab of ranch I already got some designer to hold up my pants I just want some ice on my wrist so I look better when I dance Have you lookin' at it, put you in a trance I just want a Rollie, Rollie, Rollie with a dab of ranch I already got some designer to hold up my pants I just want some ice on my wrist so I look better when I dance Have you lookin' at it, put you in a trance Yeah, yeah, yeah All I ever wanted was a Rollie, Rollie All I ever wanted was a Rollie, Rollie Cooler than a snowman with the ice all on me Now your chick all on me, now your chick all on me All I ever wanted was a Rollie All I ever wanted was a Rollie I just want a Rollie I just want a Rollie I just want a I just want a Rollie",1,616,62.85,39.74,67.36,37.25,616.00,4.38,79.06,51.14,19.32,17.53,13.15,0.00,3.73,0.49,0.16,1.79,6.98,12.01,3.57,9.09,2.60,0.32,12.82,2.76,2.92,0.97,0.16,5.19,2.27,1.46,0.81,0.00,0.16,0.16,8.28,0.32,0.00,1.79,0.49,12.66,0.16,0.32,4.38,3.08,4.22,0.65,3.08,2.27,0.00,0.81,2.11,1.62,0.16,0.00,0.00,5.68,1.46,1.14,1.46,2.60,0.00,5.36,8.12,0.16,14.61,2.60,7.31,4.71,0.00,1.62,0.00,0.16,0.00,0.00,3.08,0.49,0.81,2.11,0.00,0.00,12.18,0.00,8.44,0.00,0.00,0.00,0.00,0.00,0.00,3.73,0.00,0.00
I Thank U,Future,"Pluto I can see it written all over your face You doubted me from the first day And it never went away So I say this... Girl I thank you, I thank you I thank you 'Cause you made me hustle I thank you, I wanna thank you 'Cause you made me hustle I thank you, I thank you 'Cause you made me hustle I wanna thank you, I need to thank you 'Cause you made me a hustler You not a part of my destiny, I tell ya I was just servin' that fishscale in lobbies, yeah This money comes faster than a mothafucka and it's obvious Pour some more syrup on me Throw some more dirt on me But I'ma never give up Top down in the wintertime, fuck the temperature They got it heated, now we undefeated Comin' so conceited, but I really need it Eight figures, big tippers Yacht party, a hundred strippers Can't record it, it's confidential Presidential, shout out Allen Temple Fundamentals, keep it really simple Richard Mille, I did for OGD Save it up and send it OT Makin' mills tryna OD I'm in the Hills tryna find peace These Bel Air neighbors so nosy Black Draco, got me cozy It was perfect timing like a Rollie Girl I thank you, I thank you I thank you 'Cause you made me hustle I thank you, I wanna thank you 'Cause you made me hustle I thank you, I thank you 'Cause you made me hustle I wanna thank you, I need to thank you You made me a hustler",0,267,15.93,77.30,77.17,99.00,133.50,8.61,85.39,52.81,32.21,26.59,14.61,0.37,11.24,0.00,0.37,5.62,4.12,6.74,5.24,3.37,3.00,1.50,19.10,3.00,2.25,0.00,1.12,2.25,8.99,8.24,0.75,0.37,0.37,0.00,14.98,0.00,0.37,0.75,0.00,15.73,0.75,5.62,2.62,1.87,2.25,2.62,1.50,0.75,0.75,0.00,0.75,0.37,0.00,0.37,0.00,5.62,1.12,0.75,2.62,1.12,0.37,5.62,15.73,1.87,10.11,1.87,5.62,3.00,0.75,0.37,0.37,0.37,0.37,0.37,3.37,0.37,1.12,0.37,0.00,0.00,14.23,1.12,7.49,0.00,0.00,0.00,0.00,0.00,0.00,5.62,0.00,0.00
Barcelona,Ed Sheeran,"Well get up, up on the dancefloor tonight I've got two left feet and a bottle of red wine Making me feel like the beat and the bassline Are in my blood, both hands up on her waistline Get on up, baby, dance to the rhythm of the music Don't care what the DJ chooses Get lost in the rhythm of me Place don't close until we wanna leave it And you and I, we're flying on an aeroplane tonight We're going, somewhere where the sun is shining bright Just close your eyes And let's pretend we're dancing in the street In Barcelona Barcelona Barcelona Barcelona Well, get up, up on the dancefloor, move, it's a Saturday night I fell in love with the sparkle in the moonlight Reflected in your beautiful eyes I guess that is destiny doing it right And dance like they do in the Mediterranean Spin you around me again and again, and You're like something that God has sent me I want you, baby, solamente And you and I, we're flying on an aeroplane tonight We're going, somewhere where the sun is shining bright Just close your eyes And let's pretend we're dancing in the street In Barcelona Barcelona Barcelona Barcelona Barcelona Barcelona Oh, Barcelona So let's pretend we're dancing in the street In Barcelona Las Ramblas, I'll meet you We'll dance around La Sagrada Familia Drinking Sangr�a Mi ni�a, te amo mi cari�o Mamacita, rica S� t�, te adoro, se�orita Nosotros, vivir la vida Come on, let's be free in Barcelona Las Ramblas, I'll meet you Come on and dance with me in Barcelona Drinking Sangr�a I just want to be in Barcelona Mamacita, rica Feel that summer breeze in Barcelona Los otros, viva la vida Siempre vida, Barcelona",1,295,73.13,93.20,96.89,76.00,295.00,20.00,78.98,49.83,16.95,13.56,5.08,4.41,3.39,0.34,0.34,2.71,6.78,14.58,6.10,4.75,4.75,0.68,20.00,1.02,1.02,1.02,0.34,0.34,3.39,3.05,0.34,0.00,0.00,0.34,12.88,0.68,0.00,0.34,0.00,5.08,2.37,0.34,1.02,1.36,0.00,0.00,4.75,3.05,0.68,1.02,3.73,2.37,0.00,0.00,1.02,12.54,7.80,0.68,2.71,1.69,0.00,1.69,13.90,3.39,26.10,6.10,15.59,4.41,0.00,4.07,0.00,0.34,0.34,0.00,1.36,0.00,0.00,0.00,1.02,0.00,15.59,0.00,9.15,0.00,0.00,0.00,0.00,0.00,0.00,6.44,0.00,0.00
Wake Up Alone,The Chainsmokers,"Now I got cars, now I got clothes, now I got money Now I got crowds screamin' my name sayin' they love me You got real close, say I'm not alone, you understand me But late at night, when I close my eyes, the quiet scares me Will you still care in the morning? When the magic's gone, gone, oh? And will you be there in the morning? Do you stay when it all goes? Or will I wake up alone? Wake up alone Wake up alone I don't need cars, I don't need clothes, forget that money 'Cause if I go home all on my own, it ain't worth nothing Will you still care in the morning? When the magic's gone, gone, oh? And will you be there in the morning? Do you stay when it all goes? Or will I wake up alone? Wake up alone Wake up alone Wake up alone Wake up alone Will you still care in the morning? When the magic's gone, gone, oh? And will you be there in the morning? Do you stay when it all goes? Or will I wake up alone? Wake up alone Wake up alone Wake up alone Or will I wake up alone?",0,206,23.57,40.41,99.00,1.00,12.88,5.34,96.12,55.34,17.48,15.05,9.22,0.00,5.34,0.00,0.49,2.43,4.85,10.19,9.71,8.25,7.77,2.43,23.30,7.77,0.00,3.40,0.00,1.94,9.71,1.94,7.77,0.49,0.00,6.80,7.77,0.00,0.00,0.00,0.00,8.25,0.49,0.49,1.46,2.43,2.43,3.88,1.94,0.49,1.46,0.00,8.25,7.77,0.00,0.00,0.00,9.22,0.49,0.00,6.31,2.43,0.00,5.34,14.56,4.85,28.16,6.31,12.62,10.68,0.00,0.00,0.49,1.46,0.00,0.00,1.46,0.00,0.00,0.00,1.46,0.00,19.90,0.00,7.28,0.00,0.00,7.77,0.00,0.00,0.00,4.85,0.00,0.00
All Nighter,Dan + Shay,"1,2,3... Here we go Yeah I'ma walking out my front door I'ma jumping in my car Take another left on Main Street Head right to where you are I'ma rolling down my window I'ma turn the radio on Find a little spot to let go Get a little good time gone Cause this is an all nighter A get lost with you running through every red lighter Falling and feeling like a star right out of a midnight skyer Let the time fly by Cause it's a finding her hand, taking a chance, starting a fire This is an all nighter Yes it is baby Mmmm Yeah We are gonna take that sunset Make it turn the blue sky red We can worry bout tomorrow But what you say we live instead Get a little dirt road dizzy Let the moon shine on us Getting all barefoot busy till the sun sneaks back up Cause we just can't get enough This is an all nighter A get lost with you running through every red lighter I'm falling and feeling like a star right out of a midnight skyer Let the time fly by Cause it's a finding her hand, taking a chance, starting a fire This is an all nighter 10 o'clock kiss 12 o'clock cruise Take another sip, talk until two This is a never gonna have to say goodbyer This is an all nighter A get lost with you running through every red lighter I'm falling and feeling like a star right out of a midnight skyer Let the time fly by Cause it's a finding her hand, taking a chance, jumping a fence, do it again All nighter, that's right A get lost with you running through every red lighter I'm falling and feeling like a star right out of a midnight skyer Let the time fly by Cause it's a finding her hand, taking a chance, starting a fire This is an all nighter Yes it is baby This is an all nighter",0,343,88.36,70.03,84.59,13.84,171.50,14.58,90.67,47.81,13.70,7.58,2.92,1.75,1.75,1.17,0.00,6.12,13.70,10.50,9.62,2.04,2.04,0.58,24.20,3.21,2.33,0.58,1.75,4.37,2.04,0.58,1.46,0.29,0.00,1.17,6.12,0.58,0.00,1.17,0.00,10.79,2.62,2.04,0.00,1.17,4.08,0.87,6.12,2.04,0.87,3.21,2.04,1.46,0.58,0.00,0.00,8.45,2.04,1.17,0.58,4.66,0.00,1.75,14.29,0.87,21.87,7.29,9.33,5.54,0.29,1.75,0.58,0.00,0.00,0.00,2.04,0.00,0.58,1.17,0.29,0.00,9.04,0.87,3.79,0.00,0.00,0.00,0.00,0.00,0.00,4.37,0.00,0.00
Slide,Calvin Harris,"I might Empty my bank account And buy that boy with a pipe Buy that boy with a pipe I might, I might Empty my bank account And buy that boy with a pipe Buy that boy with a pipe I might Do you slide on all your nights like this? Do you try on all your nights like this? Put some spotlight on the slide Whatever comes, comes through clear Do you slide on all your nights like this? Do you try on all your nights like this? Put some spotlight on the side And whatever comes, comes through clear All this jewelry ain't no use when it's this dark It's my favorite part, we see the lights, they got so far It went too fast, we couldn't reach it with our arms Wrist on a wrist, a link of charms, yeah Laying, we're still a link apart It's like we could die here all young Like we could dye hair all blonde If we could see in twenty twin Twice we could see it 'til the end Put that spotlight on her face Put that spotlight on her face We gon' pipe up and turn up We gon' light up and burn up Mama too hot like a Mama too hot like a furnace I got a hundred G's in my Goyard My diamonds gon' shine when the lights dark You and I take a ride down the boulevard And your friends really wanna break us apart Good lord Good gracious Starin' at my diamonds while I'm hoppin' out a spaceship Need your information, take vacation to Malaysia You my baby, the paparazzi flashin' crazy She swallowed the bottle While I sit back and smoke gelato Walk in my mansion, twenty thousand painting, Picasso Bitches be dippin', dabbin' with niggas like a nacho Took off her panties, diamonds dancin' like Rick Ricardo She havin' it, went to college, workin' on her bachelor I know you got a past, I got a past, that's in the back of us Average, I'ma make a million on the average I'm ridin' with no brain, bitch, I'm out of it Do you slide on all your nights like this? Do you try on all your nights like this? Put some spotlight on the slide Whatever comes, comes through clear Do you slide on all your nights like this? Do you try on all your nights like this? Put some spotlight on the side And whatever comes, comes through clear I might empty my bank account And buy that boy with a pipe Buy that boy with a pipe I might, I might Empty my bank account And buy that boy with a pipe Buy that boy with a pipe I might",1,461,66.51,84.61,72.08,19.31,51.22,10.41,89.15,53.80,21.69,14.53,5.86,2.60,4.56,1.30,0.22,7.16,7.16,13.88,6.94,2.39,3.69,0.87,17.35,3.69,3.04,1.30,1.30,3.90,2.60,1.08,1.52,0.00,0.43,0.87,11.50,0.65,0.22,1.74,1.95,10.63,0.87,0.43,1.74,3.69,3.25,1.08,3.69,3.04,0.00,0.65,1.74,1.30,0.00,0.00,0.43,7.81,2.82,1.74,1.30,1.95,0.00,1.95,10.85,2.60,19.74,6.29,9.54,4.34,1.08,0.22,0.00,3.47,0.22,0.22,1.74,0.65,0.65,0.22,0.00,0.00,12.58,0.00,5.42,0.00,0.00,1.74,0.00,0.00,0.00,5.42,0.00,0.00
Wake Up Alone,The Chainsmokers,"Now I got cars, now I got clothes, now I got money Now I got crowds screamin' my name sayin' they love me You got real close, say I'm not alone, you understand me But late at night, when I close my eyes, the quiet scares me Will you still care in the morning? When the magic's gone, gone, oh? And will you be there in the morning? Do you stay when it all goes? Or will I wake up alone? Wake up alone Wake up alone I don't need cars, I don't need clothes, forget that money 'Cause if I go home all on my own, it ain't worth nothing Will you still care in the morning? When the magic's gone, gone, oh? And will you be there in the morning? Do you stay when it all goes? Or will I wake up alone? Wake up alone Wake up alone Wake up alone Wake up alone Will you still care in the morning? When the magic's gone, gone, oh? And will you be there in the morning? Do you stay when it all goes? Or will I wake up alone? Wake up alone Wake up alone Wake up alone Or will I wake up alone?",0,206,23.57,40.41,99.00,1.00,12.88,5.34,96.12,55.34,17.48,15.05,9.22,0.00,5.34,0.00,0.49,2.43,4.85,10.19,9.71,8.25,7.77,2.43,23.30,7.77,0.00,3.40,0.00,1.94,9.71,1.94,7.77,0.49,0.00,6.80,7.77,0.00,0.00,0.00,0.00,8.25,0.49,0.49,1.46,2.43,2.43,3.88,1.94,0.49,1.46,0.00,8.25,7.77,0.00,0.00,0.00,9.22,0.49,0.00,6.31,2.43,0.00,5.34,14.56,4.85,28.16,6.31,12.62,10.68,0.00,0.00,0.49,1.46,0.00,0.00,1.46,0.00,0.00,0.00,1.46,0.00,19.90,0.00,7.28,0.00,0.00,7.77,0.00,0.00,0.00,4.85,0.00,0.00
Bad Guy,21 Savage & Metro Boomin,"I'm a fuckin' bad guy nigga Murder Gang nigga Two guns up I'm poppin' ain't I I got 10 racks in every damn pocket ain't I I'm poppin' ain't I I got 10 racks in every damn pocket ain't it She seen the savage and her panties went to droppin' ain't it Diamonds dancin' on a nigga, playin' hockey ain't I Run up a check and I bag and I fuck it, I love it She lickin' and lickin' and suckin' I love her Motherfuck a wedding bitch I'm a dog Motherfuck a label, bitch I'm a boss Wiping, I'm swiping, niggas stealin' sauce Came from the mud, nigga paid the cost Hundred thousand cash, hid it in the lawn It ain't bout a bag, I don't wanna talk Bad guy, bad guy, bad guy, bad guy Bad guy, bad guy, bad guy, bad guy I fucked his baby moms he's a mad guy Nigga you ain't gettin' no money, you a sad guy Bad guy, bad guy, bad guy, bad guy Bad guy, bad guy, bad guy, bad guy Hundred round drum, I'm a bad guy Blow this bitch up like Osama, I'm a bad guy I'ma do the dash when I back out I'm a rich nigga, I can't take the trash out Better cuff your bitch I brought my cash out Nigga better watch they mouth cause I'll spazz out Catch a nigga down bad and I'll air it out Bitch I rep that Murder Gang and we'll clear it out Catch a nigga main bitch and we gon' shell out And she so fine, I love the way that booty spread out And you know I keep that Glock with the red dot Shoot a nigga in his face, he ain't bad now Bad guy, bad guy, bad guy, bad guy Bad guy, bad guy, bad guy, bad guy I fucked his baby moms he's a mad guy Nigga you ain't gettin' no money, you a sad guy Bad guy, bad guy, bad guy, bad guy Bad guy, bad guy, bad guy, bad guy Hundred round drum, I'm a bad guy Blow this bitch up like Osama, I'm a bad guy I'm poppin' ain't I I got 10 racks in every damn pocket ain't I I'm poppin' ain't it I got 10 racks in every damn pocket ain't I She seen the savage and her panties went to droppin' ain't it I'm poppin' ain't I I got 10 racks in every damn pocket ain't I I'm poppin' ain't I I got 10 racks in every damn pocket ain't I She seen the savage and her panties went to droppin' ain't it Diamonds dancin' on a nigga, playin' hockey ain't I Diamonds dancin' on a nigga, playin' hockey ain't I",0,464,36.81,15.55,49.37,1.00,464.00,4.09,85.13,42.89,19.61,16.16,10.99,0.43,1.29,3.23,0.22,3.45,7.11,6.68,9.91,0.86,3.02,5.60,14.66,2.37,0.86,0.22,2.37,1.29,15.73,1.51,14.22,0.00,5.17,0.43,16.38,1.08,9.27,2.37,10.13,7.11,0.22,0.22,0.22,0.00,1.51,4.96,2.16,1.72,0.00,0.43,2.37,0.65,0.00,0.86,0.22,14.66,1.72,0.43,2.16,2.16,8.62,3.66,10.99,1.08,8.19,1.94,5.82,0.65,0.43,1.08,0.00,1.51,0.00,0.43,7.11,6.68,0.22,0.00,0.00,0.00,23.92,0.00,9.27,0.00,0.00,0.00,0.00,0.00,0.00,14.66,0.00,0.00
Galway Girl,Ed Sheeran,"She played the fiddle in an Irish band But she fell in love with an English man Kissed her on the neck and then I took her by the hand Said, ""Baby, I just want to dance"" I met her on Grafton street right outside of the bar She shared a cigarette with me while her brother played the guitar She asked me what does it mean, the Gaelic ink on your arm? Said it was one of my friend's songs, do you want to drink on? She took Jamie as a chaser, Jack for the fun She got Arthur on the table with Johnny riding a shotgun Chatted some more, one more drink at the bar Then put Van on the jukebox, got up to dance You know, she played the fiddle in an Irish band But she fell in love with an English man Kissed her on the neck and then I took her by the hand Said, ""Baby, I just want to dance"" With my pretty little Galway Girl You're my pretty little Galway Girl You know she beat me at darts and then she beat me at pool And then she kissed me like there was nobody else in the room As last orders were called was when she stood on the stool After dancing the c�ili singing to trad tunes I never heard Carrickfergus ever sung so sweet Acapella in the bar using her feet for a beat Oh, I could have that voice playing on repeat for a week And in this packed out room swear she was singing to me You know, she played the fiddle in an Irish band But she fell in love with an English man Kissed her on the neck and then I took her by the hand Said, ""Baby, I just want to dance"" My pretty little Galway Girl My, my, my, my, my, my, my Galway Girl My, my, my, my, my, my, my Galway Girl My, my, my, my, my, my, my Galway Girl And now we've outstayed our welcome and it's closing time I was holding her hand, her hand was holding mine Our coats both smell of smoke, whisky and wine As we fill up our lungs with the cold air of the night I walked her home then she took me inside To finish some Doritos and another bottle of wine I swear I'm gonna put you in a song that I write About a Galway Girl and a perfect night She played the fiddle in an Irish band But she fell in love with an English man Kissed her on the neck and then I took her by the hand Said, ""Baby, I just want to dance"" My pretty little Galway Girl My, my, my, my, my, my, my Galway Girl My, my, my, my, my, my, my Galway Girl My, my, my, my, my, my, my Galway Girl",1,487,64.23,68.89,73.93,96.49,162.33,5.34,89.53,56.88,25.46,23.61,14.58,1.03,1.44,6.57,0.00,1.85,8.42,13.55,3.08,2.26,6.16,0.41,13.35,2.26,1.44,0.41,0.41,1.23,4.93,4.93,0.00,0.00,0.00,0.00,18.48,1.03,0.00,8.83,1.03,5.13,0.82,0.21,1.23,1.23,0.62,1.03,4.52,0.00,2.67,1.44,5.75,2.67,0.21,0.00,2.26,8.21,5.13,0.62,1.23,1.85,0.00,7.80,3.70,1.85,16.22,3.29,8.62,4.31,0.21,6.78,0.62,0.00,0.00,0.00,0.41,0.00,0.21,0.00,0.21,0.00,14.17,0.00,11.09,0.00,0.00,0.41,0.00,0.00,1.64,1.03,0.00,0.00
Scars To Your Beautiful,Alessia Cara,"She just wants to be beautiful She goes unnoticed, she knows no limits She craves attention, she praises an image She prays to be sculpted by the sculptor Oh, she don't see the light that's shining Deeper than the eyes can find it Maybe we have made her blind So she tries to cover up her pain and cut her woes away Cause covergirls don't cry after their face is made But there's a hope that's waiting for you in the dark You should know you're beautiful just the way you are And you don't have to change a thing The world could change its heart No scars to your beautiful, we're stars and we're beautiful Oh, oh, oh Oh-oh, oh, oh And you don't have to change a thing The world could change its heart No scars to your beautiful, we're stars and we're beautiful She has dreams to be an envy, so she's starving You know, covergirls eat nothing She says ""beauty is pain and there's beauty in everything"" ""What's a little bit of hunger?"" ""I can go a little while longer,"" she fades away She don't see her perfect, she don't understand she's worth it Or that beauty goes deeper than the surface, oh, oh So to all the girls that's hurting, let me be your mirror Help you see a little bit clearer the light that shines within There's a hope that's waiting for you in the dark You should know you're beautiful just the way you are And you don't have to change a thing The world could change its heart No scars to your beautiful, we're stars and we're beautiful No better you than the you that you are No better you than the you that you are No better life than the life we're living No better life than the life we're living No better time for your shine, you're a star No better time for your shine, you're a star Oh, you're beautiful, oh, you're beautiful And there's a hope that's waiting for you in the dark You should know you're beautiful just the way you are And you don't have to change a thing The world could change its heart No scars to your beautiful, we're stars and we're beautiful And you don't have to change a thing The world could change its heart No scars to your beautiful, we're stars and we're beautiful",1,404,19.24,98.91,1.39,98.52,202.00,8.66,95.30,61.14,23.51,17.82,0.50,3.22,9.16,4.70,0.25,5.69,8.91,9.16,14.11,2.97,4.70,5.45,24.50,8.17,3.96,0.25,0.00,0.74,9.16,7.43,1.73,0.00,0.25,0.74,18.56,0.00,0.00,4.95,0.00,11.39,1.98,3.22,2.97,1.24,0.99,1.98,9.16,8.17,0.25,0.74,4.70,1.73,2.23,0.00,0.74,6.19,3.47,2.23,0.50,1.73,0.00,0.50,20.30,0.99,10.89,3.22,5.69,1.98,0.00,0.74,0.00,0.25,0.25,0.00,2.97,0.00,0.00,0.00,2.97,0.00,17.82,0.00,5.94,0.00,0.00,0.25,0.00,0.25,1.49,9.90,0.00,0.00
Broccoli,D.R.A.M.,"Ain't no tellin' what I'm finna be on I'm beyond all that fuck shit, hey Hey lil' mama, would you like to be my sunshine? Nigga touch my gang, we gon' turn this shit to Columbine Ice on my neck cost me ten times three Thirty thousand dollars for a nigga to get flee I just hit Rod�o and I spent like ten Gs I just did a show and spent the check on my mama When I go on vacay I might rent out the Bahamas And I keep like ten phones, damn I'm really never home All these niggas clones, tryna copy what I'm on Nigga get your own, tryna pick a nigga bone Word to brother Skip, boy I had a good day Metro PCS trappin', boy I'm makin' plays Fifty shades of grey, beat that pussy like Hulk Hogan I know you know my slogan, if it ain't 'bout guap I'm gone Niggas hatin' 'cause I'm chosen from the concrete I had rose Shawty starin' at my necklace 'cause my diamonds really froze Put that dick up in her pussy, bet she feel it in her toes I'm a real young nigga from the six throwin' 'bows I'm a real young nigga from the six throwin' 'bows Real young nigga from the six throwin' 'bows In the middle of the party, bitch get off me In the cut I'm rollin' up my broccoli Ya I know your baby mama fond of me All she want to do is smoke that broccoli Whispered in my ear she trying to leave with me Said that I can get that pussy easily Said that I can hit that shit so greasily I'm a dirty dog, I did it sleazily Ain't no tellin' what I'm finna be on I'm beyond all that fuck shit Ain't no tellin' what I'm finna be on I'm beyond all that fuck shit I got companies and Pesos I got people on my payroll She don't do it 'less I say so I don't smoke if it ain't fuego I should sauce 'em up like Prego Fettucini with Alfredo All I wanted was the fame and every game they made on Sega I was five or six years old when I had told myself, ""Okay you're special"" But I treat you like my equal never lesser I was twenty-six years old when we had dropped this one amazing record Had the world steppin' That's what I call epic Couple summers later I got paper I acquired taste for salmon on a bagel With the capers on a square plate At the restaurant with the ""why you got to stare"" face To know I either ball or I record over the snare and bass Rapper face, dread headed Golden diamond teeth wearin' They just mad cause I got that cheese, bitch, I keep dairy Turnt up in the party gettin' lit to Yachty With a Spanish Barbie, word to my mami In the middle of the party, bitch get off me In the cut I'm rollin' up my broccoli Ya I know your baby mama fond of me All she want to do is smoke that broccoli Whispered in my ear she trying to leave with me Said that I can let that pussy easily Said I can hit that shit so greasily I'm a dirty dog I did it sleazily",1,566,42.99,12.18,74.29,23.02,283.00,6.71,86.22,50.71,22.08,16.78,12.90,0.35,1.77,1.41,0.35,5.30,5.30,11.84,9.89,3.00,3.00,2.12,18.02,3.00,1.77,1.59,2.65,2.12,5.83,2.83,3.00,0.18,2.47,0.00,8.30,1.24,0.18,2.12,0.53,8.13,1.06,1.06,1.24,1.77,1.77,2.30,3.89,1.06,1.77,0.53,5.30,3.53,0.00,1.41,1.24,6.01,1.41,0.71,1.59,2.30,0.35,4.77,11.84,0.88,11.31,1.77,6.71,2.83,0.71,1.24,0.35,1.41,0.00,0.00,7.07,4.77,1.77,0.18,0.00,0.00,13.43,0.00,3.36,0.00,0.00,0.18,0.00,0.18,0.71,9.01,0.00,0.00
Drowning,A Boogie Wit da Hoodie,"I'm drownin' I'm drownin' I'm drownin' I'm drownin' Wrist so icy, wonder why she like me, bitch I'm drownin' In water, I just bought a Cuban, dipped it in a fountain Every where that I go it's a light show, I'm surrounded Bust down, bust down, bust down, bust down, bust down, bitch I'm drownin' I just bought a Cuban ring and dipped it in a fountain Chain so heavy I feel like I'm holdin' up a mountain Everywhere that I go it's a light show, I'm surrounded Bust down, bust down, bust down, bust down, bust down, bitch I'm drownin' I'm with all my niggas, I don't go nowhere without 'em If they don't let us in they might throw shots at the bouncer Actavis medicine, got it straight from out the doctor's I'm with RJ but I call him Wayne 'cause he's a shotta Pick up the ladder, put it in the gun, make the 9 stretch Niggas with attitude, but we come straight out of Highbridge I'm gon' make her panties wet when she see the way I flex I'm gon' win a Grammy, move my family out the projects We went from chillin' in the projects to makin' projects We was tryna get to the top, and they tried to stop us I talk for myself, bitch I don't need no fucking voucher She looked at my wrist and she looked at a hundred thousand Wrist so icy, wonder why she like me, bitch I'm drownin' In water, I just bought a Cuban, dipped it in a fountain Every where that I go it's a light show, I'm surrounded Bust down, bust down, bust down, bust down, bust down, bitch I'm drownin' I just bought a Cuban ring and dipped it in a fountain Chain so heavy I feel like I'm holdin' up a mountain Everywhere that I go it's a light show, I'm surrounded Bust down, bust down, bust down, bust down, bust down, bitch I'm drownin' Just bought a brand new chain from Avianne Nigga with attitude but I ain't from Compton Lil Kodak bitch I'm Polo'd down like Carlton Sniper Gang I put a nigga on a carton I'm the shit I'm fartin', I don't know how to potty Pull up in a 'Rari, I'm in the Yo like Gotti A Boogie, I'm goin Scottie, nigga drop my deposit I ain't Jamaican, bitch I'm Haitian, but I got them shottas Harley Davidson every day, I'm ridin' with the chopper They hatin', I know they don't wanna see a nigga prosper I ain't doing trims, I'm in the cut like I'm a barber She call me daddy, but I ain't her motherfucking father Wrist so icy, wonder why she like me, bitch I'm drownin' In water, I just bought a Cuban, dipped it in a fountain Every where that I go it's a light show, I'm surrounded Bust down, bust down, bust down, bust down, bust down, bitch I'm drownin' I just bought a Cuban ring and dipped it in a fountain Chain so heavy I feel like I'm holdin' up a mountain Everywhere that I go it's a light show, I'm surrounded Bust down, bust down, bust down, bust down, bust down, bitch I'm drownin' Bitch, I'm drownin' Bitch, I'm drownin' I'm drownin' Drownin' I'm drownin'",1,553,53.29,5.60,97.08,1.84,553.00,12.48,81.19,53.71,21.34,17.72,13.74,0.90,0.00,1.99,1.08,3.62,7.96,15.01,11.03,4.34,3.44,2.17,18.44,1.81,1.81,1.45,0.54,0.90,3.25,0.18,3.07,0.00,2.89,0.00,5.24,0.54,0.18,1.63,0.72,7.23,1.45,1.45,0.54,1.08,1.63,1.99,4.70,2.89,0.54,1.27,1.99,0.90,0.36,0.18,0.54,9.40,1.27,0.54,7.23,0.72,0.18,2.53,14.83,0.72,17.72,3.07,13.92,0.72,0.72,0.36,0.18,1.45,0.00,3.25,5.42,4.16,1.08,0.00,0.00,0.00,28.21,0.00,12.30,0.00,0.00,0.00,0.00,0.00,0.00,15.91,0.00,0.00
