title,artist,average characters,uniqueness,num long words,I,n't,'m,'s,know,like,got,You,And,'re,get,love,na,nigga,yeah,But,ai,go,back,gon,want,time,bitch,wan,need,make,one,Yeah,way,let,popular
Owe Me,Big Sean,3.94843049327,0.422764227642,0.0,0.0,0.0695067264574,0.0358744394619,0.0067264573991,0.0470852017937,0.0112107623318,0.0156950672646,0.0112107623318,0.0156950672646,0.0,0.00224215246637,0.0,0.0,0.0067264573991,0.00224215246637,0.0067264573991,0.00224215246637,0.00224215246637,0.0067264573991,0.0156950672646,0.00896860986547,0.00224215246637,0.0112107623318,0.0,0.00224215246637,0.00224215246637,0.00448430493274,0.0067264573991,0.0,0.0,0.00448430493274,1
Goosebumps,Travis Scott,4.20418848168,0.346982758621,0.0,0.0,0.0994764397906,0.0130890052356,0.0235602094241,0.00785340314136,0.00261780104712,0.0104712041885,0.0,0.00785340314136,0.0,0.00785340314136,0.0340314136126,0.00261780104712,0.0183246073298,0.0,0.0680628272251,0.0,0.0,0.00261780104712,0.00261780104712,0.00785340314136,0.00785340314136,0.0314136125654,0.00261780104712,0.0157068062827,0.00785340314136,0.00785340314136,0.0,0.0130890052356,0.0157068062827,0.0,1
How Would You Feel (Paean),Ed Sheeran,4.11724137931,0.447368421053,0.0,0.0,0.110344827586,0.0,0.0137931034483,0.0344827586207,0.00689655172414,0.0,0.0137931034483,0.00689655172414,0.00689655172414,0.0,0.0,0.0551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0206896551724,0.0275862068966,0.0,0.0,0.0,0.0,0.00689655172414,0.00689655172414,0.0,0.0,1
Alone,Marshmello,3.76315789474,0.144736842105,0.0,0.0,0.131578947368,0.0,0.131578947368,0.0,0.0,0.0526315789474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0789473684211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0789473684211,0.0,1
Used To This,Future,4.22483221477,0.40059347181,0.0,0.0,0.137583892617,0.0201342281879,0.0536912751678,0.00671140939597,0.0234899328859,0.0134228187919,0.0335570469799,0.00335570469799,0.0,0.010067114094,0.00335570469799,0.0,0.0,0.00671140939597,0.0,0.0,0.00335570469799,0.0,0.010067114094,0.0,0.0,0.00335570469799,0.00671140939597,0.0,0.0,0.00671140939597,0.00671140939597,0.0,0.0,0.0,1
Hearts Don't Break Around Here,Ed Sheeran,4.15957446809,0.391304347826,0.0,0.0,0.0567375886525,0.031914893617,0.00354609929078,0.0,0.0354609929078,0.00354609929078,0.0,0.0177304964539,0.0141843971631,0.0283687943262,0.0,0.0141843971631,0.0,0.0,0.0460992907801,0.00354609929078,0.0,0.00709219858156,0.00354609929078,0.0,0.0,0.00354609929078,0.0,0.0,0.0,0.0,0.00709219858156,0.00354609929078,0.0212765957447,0.0,1
Regret In Your Tears,Nicki Minaj,3.96581196581,0.34236453202,0.0,0.0,0.0940170940171,0.0512820512821,0.00854700854701,0.00854700854701,0.0512820512821,0.019943019943,0.019943019943,0.045584045584,0.002849002849,0.0,0.0,0.002849002849,0.002849002849,0.0,0.0,0.0,0.00569800569801,0.002849002849,0.00569800569801,0.00569800569801,0.0,0.014245014245,0.00854700854701,0.002849002849,0.002849002849,0.034188034188,0.00569800569801,0.002849002849,0.0,0.002849002849,1
Better Man,Little Big Town,4.03375527426,0.375,0.0,0.0,0.135021097046,0.0,0.0,0.0,0.0379746835443,0.0084388185654,0.0,0.0126582278481,0.0379746835443,0.0,0.0,0.0126582278481,0.0,0.0,0.0042194092827,0.0168776371308,0.0,0.0,0.0126582278481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042194092827,0.0042194092827,0.0,0.0,1
No Long Talk,Drake,4.36893203883,0.480417754569,0.0,0.0,0.0388349514563,0.00647249190939,0.0194174757282,0.0323624595469,0.0161812297735,0.0323624595469,0.0129449838188,0.00970873786408,0.00323624595469,0.0129449838188,0.0355987055016,0.00323624595469,0.00323624595469,0.00970873786408,0.00647249190939,0.00323624595469,0.0,0.0,0.0,0.0,0.0,0.00323624595469,0.0,0.00323624595469,0.00647249190939,0.0,0.0,0.0129449838188,0.0,0.00647249190939,1
Zoom,Future,4.17864476386,0.438566552901,0.0,0.0,0.0800821355236,0.0041067761807,0.0082135523614,0.00616016427105,0.00205338809035,0.0082135523614,0.0164271047228,0.0041067761807,0.0,0.00616016427105,0.00205338809035,0.0,0.0,0.0205338809035,0.0123203285421,0.0,0.0,0.00205338809035,0.0102669404517,0.0,0.00205338809035,0.0,0.00616016427105,0.0,0.0102669404517,0.00205338809035,0.00205338809035,0.0164271047228,0.0041067761807,0.0,1
Sacrifices,Drake,4.02014388489,0.398335315101,0.0,0.0,0.11654676259,0.0172661870504,0.0446043165468,0.0129496402878,0.00431654676259,0.0388489208633,0.0158273381295,0.00431654676259,0.00431654676259,0.0,0.00143884892086,0.00143884892086,0.00143884892086,0.00143884892086,0.00287769784173,0.00575539568345,0.00431654676259,0.00863309352518,0.00287769784173,0.00143884892086,0.0,0.0,0.00143884892086,0.00143884892086,0.00287769784173,0.00431654676259,0.00719424460432,0.010071942446,0.00287769784173,0.0,1
Slippery,Migos,4.218,0.461412151067,0.0,0.0,0.094,0.026,0.034,0.022,0.006,0.006,0.014,0.008,0.002,0.0,0.004,0.0,0.0,0.01,0.0,0.002,0.004,0.002,0.002,0.002,0.004,0.0,0.014,0.0,0.004,0.002,0.0,0.0,0.0,0.004,1
Barcelona,Ed Sheeran,4.89423076923,0.489361702128,0.0,0.0,0.0432692307692,0.00961538461538,0.0,0.0240384615385,0.0,0.0144230769231,0.00480769230769,0.00480769230769,0.0240384615385,0.0384615384615,0.00961538461538,0.00480769230769,0.00480769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00961538461538,0.0,0.0,0.00480769230769,0.0,0.0,0.0,0.0,0.0,0.0192307692308,1
Redbone,Childish Gambino,3.97326203209,0.384955752212,0.0,0.0,0.0267379679144,0.0267379679144,0.0106951871658,0.00534759358289,0.00534759358289,0.0106951871658,0.0,0.0427807486631,0.0,0.0,0.0267379679144,0.0,0.00534759358289,0.00534759358289,0.00534759358289,0.0267379679144,0.0,0.00534759358289,0.0,0.0160427807487,0.0213903743316,0.00534759358289,0.0,0.00534759358289,0.0106951871658,0.0267379679144,0.0,0.0,0.0,0.0,1
Water Under The Bridge,Adele,3.49003984064,0.240740740741,0.0,0.0,0.0278884462151,0.143426294821,0.00398406374502,0.00796812749004,0.0,0.00398406374502,0.00398406374502,0.00796812749004,0.00796812749004,0.0358565737052,0.0,0.0478087649402,0.0239043824701,0.0,0.0,0.00796812749004,0.0956175298805,0.0,0.0,0.0239043824701,0.0358565737052,0.0,0.0,0.0,0.0,0.00398406374502,0.0159362549801,0.0,0.00398406374502,0.0478087649402,1
Way Down We Go,Kaleo,3.47727272727,0.323943661972,0.0,0.0,0.0,0.00757575757576,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303,0.0,0.0151515151515,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0227272727273,0.0454545454545,0.00757575757576,1
Something Just Like This,The Chainsmokers & Coldplay,5.01369863014,0.280487804878,0.0,0.0,0.114155251142,0.00456621004566,0.0182648401826,0.00456621004566,0.0,0.0547945205479,0.0,0.0,0.013698630137,0.0,0.0,0.0,0.027397260274,0.0,0.0,0.00913242009132,0.0,0.013698630137,0.0,0.0,0.0547945205479,0.0,0.0,0.027397260274,0.0,0.0,0.0,0.0,0.0,0.0,1
4422,Drake,3.59663865546,0.272058823529,0.0,0.0,0.0924369747899,0.0168067226891,0.0168067226891,0.0,0.0168067226891,0.0,0.0,0.0588235294118,0.0,0.0420168067227,0.0,0.0,0.0,0.0,0.0,0.0588235294118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0420168067227,0.0,0.0,0.0,0.0,1
The Fighter,Keith Urban,3.37254901961,0.2,0.0,0.0,0.18954248366,0.0261437908497,0.00326797385621,0.00653594771242,0.00653594771242,0.00326797385621,0.00326797385621,0.00653594771242,0.0261437908497,0.0326797385621,0.0457516339869,0.016339869281,0.016339869281,0.0,0.0,0.00326797385621,0.0,0.0,0.0,0.00653594771242,0.0,0.00326797385621,0.0,0.00980392156863,0.0,0.0196078431373,0.00653594771242,0.0,0.0,0.0261437908497,1
Super Trapper,Future,4.46017699115,0.382892057026,0.0,0.0,0.0929203539823,0.0176991150442,0.0486725663717,0.00884955752212,0.0,0.00663716814159,0.0154867256637,0.0,0.0,0.0,0.0,0.0,0.0,0.00663716814159,0.0,0.0,0.00884955752212,0.00884955752212,0.00663716814159,0.00221238938053,0.0,0.0,0.0132743362832,0.0,0.0,0.0,0.00221238938053,0.00221238938053,0.0,0.0,1
Some Kind Of Drug,G-Eazy,4.08991825613,0.416058394161,0.0,0.0,0.100817438692,0.0490463215259,0.0326975476839,0.0108991825613,0.00544959128065,0.00272479564033,0.0108991825613,0.0108991825613,0.00544959128065,0.00272479564033,0.016348773842,0.00272479564033,0.00272479564033,0.0,0.0136239782016,0.0,0.0136239782016,0.0,0.00544959128065,0.00272479564033,0.0,0.00272479564033,0.0,0.00272479564033,0.00817438692098,0.0,0.0,0.00544959128065,0.0136239782016,0.00272479564033,1
Love Me Now,John Legend,3.09574468085,0.226586102719,0.0,0.0,0.145390070922,0.0496453900709,0.0354609929078,0.0709219858156,0.0460992907801,0.0177304964539,0.0,0.0,0.00709219858156,0.0,0.0,0.0780141843972,0.0567375886525,0.0,0.00354609929078,0.00354609929078,0.00354609929078,0.00354609929078,0.0,0.0354609929078,0.0177304964539,0.0,0.0,0.0212765957447,0.00354609929078,0.00354609929078,0.0,0.00354609929078,0.0,0.0,1
Scared To Be Lonely,Martin Garrix,4.92737430168,0.349753694581,0.0,0.0,0.0111731843575,0.00558659217877,0.0,0.0167597765363,0.0111731843575,0.0167597765363,0.0,0.0,0.0111731843575,0.0837988826816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0111731843575,0.0,0.0,0.00558659217877,0.0,0.0,0.0111731843575,0.0,0.0,0.0,0.0,0.0,1
New Man,Ed Sheeran,3.90096618357,0.406926406926,0.0,0.0,0.0797101449275,0.0531400966184,0.0265700483092,0.0144927536232,0.0531400966184,0.0,0.0024154589372,0.0144927536232,0.012077294686,0.0193236714976,0.00724637681159,0.00724637681159,0.0386473429952,0.0,0.0,0.0217391304348,0.0024154589372,0.0024154589372,0.0048309178744,0.0,0.0,0.0048309178744,0.0,0.0386473429952,0.0048309178744,0.00724637681159,0.0,0.0,0.0024154589372,0.00724637681159,1
Bad And Boujee,Migos,4.3125,0.360616844603,0.0,0.0,0.0479651162791,0.0116279069767,0.0188953488372,0.0116279069767,0.00581395348837,0.0101744186047,0.0188953488372,0.00436046511628,0.00290697674419,0.0,0.00872093023256,0.0,0.0,0.0276162790698,0.0116279069767,0.0,0.00290697674419,0.00290697674419,0.00145348837209,0.0,0.00145348837209,0.0,0.0276162790698,0.0,0.0,0.00145348837209,0.0,0.0130813953488,0.00726744186047,0.00290697674419,1
Blem,Drake,3.88492063492,0.331034482759,0.0,0.0,0.142857142857,0.00396825396825,0.0119047619048,0.00396825396825,0.0277777777778,0.00396825396825,0.0119047619048,0.00793650793651,0.015873015873,0.00793650793651,0.0119047619048,0.0,0.015873015873,0.0,0.0,0.0,0.0,0.00396825396825,0.0119047619048,0.0,0.0,0.0,0.0,0.015873015873,0.0277777777778,0.0,0.0,0.0,0.0,0.0,1
What Do I Know?,Ed Sheeran,4.63245033113,0.326409495549,0.0,0.0,0.0827814569536,0.00662251655629,0.0132450331126,0.0331125827815,0.046357615894,0.0,0.00331125827815,0.00662251655629,0.0132450331126,0.0,0.00662251655629,0.023178807947,0.0,0.0,0.0,0.0264900662252,0.0,0.00993377483444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0132450331126,1
Helium,Sia,3.94146341463,0.293269230769,0.0,0.0,0.151219512195,0.0,0.0390243902439,0.00975609756098,0.00487804878049,0.0439024390244,0.0,0.0536585365854,0.00487804878049,0.019512195122,0.0,0.0585365853659,0.0,0.0,0.0,0.0146341463415,0.0,0.00487804878049,0.0,0.0,0.0,0.0,0.0,0.0,0.019512195122,0.0,0.0,0.00975609756098,0.0,0.00487804878049,1
Everyday,Ariana Grande,4.05862068966,0.212195121951,0.0,0.0,0.0551724137931,0.0103448275862,0.0137931034483,0.0,0.00344827586207,0.00344827586207,0.00689655172414,0.00689655172414,0.0,0.0,0.0,0.00344827586207,0.0,0.0,0.0,0.0,0.0,0.00689655172414,0.0,0.0,0.00344827586207,0.0,0.0,0.0,0.00344827586207,0.0241379310345,0.0,0.0,0.0,0.0,1
Kelly Price,Migos,4.15384615385,0.358085808581,0.0,0.0,0.0519230769231,0.0173076923077,0.00384615384615,0.0307692307692,0.0,0.0288461538462,0.00384615384615,0.00769230769231,0.0,0.0,0.0134615384615,0.0,0.0134615384615,0.00192307692308,0.0538461538462,0.0,0.0,0.00961538461538,0.00769230769231,0.0230769230769,0.0,0.0,0.0134615384615,0.00576923076923,0.0,0.0115384615385,0.0,0.00192307692308,0.00384615384615,0.0134615384615,1
Closer,The Chainsmokers,4.08366533865,0.320895522388,0.0,0.0,0.0637450199203,0.0717131474104,0.00796812749004,0.00398406374502,0.0199203187251,0.0,0.0,0.00398406374502,0.0199203187251,0.00398406374502,0.0,0.0,0.0,0.0,0.0,0.00398406374502,0.0438247011952,0.0,0.0119521912351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Don't Let Me Down,The Chainsmokers,3.19831223629,0.159169550173,0.0,0.0,0.139240506329,0.164556962025,0.0210970464135,0.0168776371308,0.0,0.0,0.0,0.0,0.0,0.0084388185654,0.0,0.0,0.0,0.0,0.0084388185654,0.0042194092827,0.0,0.0,0.0,0.0,0.0,0.0042194092827,0.0,0.0,0.0717299578059,0.0,0.0,0.0210970464135,0.0,0.164556962025,1
Say You Won't Let Go,James Arthur,3.57692307692,0.509433962264,0.0,0.0,0.123076923077,0.0307692307692,0.0115384615385,0.00384615384615,0.0115384615385,0.0,0.0,0.0153846153846,0.0269230769231,0.0153846153846,0.00769230769231,0.0115384615385,0.0192307692308,0.0,0.0,0.0115384615385,0.0,0.0346153846154,0.00384615384615,0.00384615384615,0.0,0.0,0.0,0.0153846153846,0.0,0.00384615384615,0.0,0.0,0.00384615384615,0.0307692307692,1
Swalla,Jason Derulo,4.94754098361,0.383333333333,0.0,0.0,0.0426229508197,0.0196721311475,0.0262295081967,0.00655737704918,0.0196721311475,0.00327868852459,0.00655737704918,0.00327868852459,0.0,0.00983606557377,0.00983606557377,0.0,0.0,0.0,0.0,0.0,0.00655737704918,0.0,0.00327868852459,0.00983606557377,0.0,0.00327868852459,0.00983606557377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Seein' Red,Dustin Lynch,3.75939849624,0.251633986928,0.0,0.0,0.093984962406,0.0375939849624,0.0751879699248,0.0,0.00751879699248,0.00751879699248,0.00751879699248,0.00375939849624,0.0,0.0112781954887,0.0451127819549,0.0,0.0112781954887,0.0,0.0,0.0,0.00375939849624,0.0,0.00751879699248,0.00751879699248,0.00375939849624,0.0,0.0,0.00375939849624,0.0,0.0,0.00751879699248,0.00751879699248,0.0112781954887,0.0,1
Hometown Girl,Josh Turner,4.75144508671,0.505617977528,0.0,0.0,0.0404624277457,0.0115606936416,0.0,0.0462427745665,0.00578034682081,0.0115606936416,0.0115606936416,0.0,0.00578034682081,0.0,0.0,0.00578034682081,0.0,0.0,0.0,0.0115606936416,0.0,0.0,0.0173410404624,0.0,0.0,0.0,0.0,0.0,0.0231213872832,0.0,0.00578034682081,0.0,0.0,0.0,1
Bad Romance,Lady Gaga,4.58530183727,0.186206896552,0.0,0.0,0.102362204724,0.010498687664,0.00262467191601,0.010498687664,0.010498687664,0.0,0.0,0.0209973753281,0.00524934383202,0.0,0.0,0.0629921259843,0.010498687664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0839895013123,0.0,0.010498687664,0.010498687664,0.00524934383202,0.0,0.0,0.0,0.0,0.0,1
In Case You Didn't Know,Brett Young,3.64583333333,0.34358974359,0.0,0.0,0.135416666667,0.0729166666667,0.0208333333333,0.0104166666667,0.0416666666667,0.0,0.00520833333333,0.0208333333333,0.0104166666667,0.00520833333333,0.0,0.0,0.0,0.0,0.0,0.0104166666667,0.0,0.00520833333333,0.0,0.0,0.0,0.046875,0.0,0.0,0.0,0.0,0.0,0.0104166666667,0.00520833333333,0.0,1
KMT,Drake,4.76271186441,0.604255319149,0.0,0.0,0.0621468926554,0.00564971751412,0.0225988700565,0.00564971751412,0.0169491525424,0.0,0.0169491525424,0.0112994350282,0.0112994350282,0.0,0.0,0.00564971751412,0.0,0.0,0.0282485875706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00564971751412,0.0,0.0,0.0,0.00564971751412,0.0169491525424,0.0,0.0,1
Blue Ain't Your Color,Keith Urban,4.5,0.462962962963,0.0,0.0,0.0255102040816,0.00510204081633,0.0,0.0,0.0,0.00510204081633,0.0,0.0204081632653,0.015306122449,0.0,0.0,0.0,0.0102040816327,0.0,0.0,0.0204081632653,0.00510204081633,0.0,0.0,0.0102040816327,0.0,0.0,0.0,0.0,0.015306122449,0.0,0.0,0.0,0.0,0.0,1
A Guy With A Girl,Blake Shelton,4.04583333333,0.362962962963,0.0,0.0,0.0958333333333,0.025,0.0166666666667,0.00833333333333,0.0166666666667,0.0166666666667,0.0166666666667,0.0125,0.00833333333333,0.0166666666667,0.0,0.0,0.00416666666667,0.0,0.00416666666667,0.0166666666667,0.00416666666667,0.00416666666667,0.00416666666667,0.00833333333333,0.0125,0.0,0.0,0.00416666666667,0.0,0.0,0.0,0.00416666666667,0.00416666666667,0.00833333333333,1
Reminder,The Weeknd,4.10759493671,0.494623655914,0.0,0.0,0.0632911392405,0.0348101265823,0.0158227848101,0.0,0.0569620253165,0.0126582278481,0.00632911392405,0.0221518987342,0.00632911392405,0.0,0.00316455696203,0.0,0.00316455696203,0.0189873417722,0.0,0.0,0.00949367088608,0.00949367088608,0.00316455696203,0.0,0.0,0.00632911392405,0.00632911392405,0.00316455696203,0.0,0.0189873417722,0.0,0.0,0.0,0.00949367088608,1
Party Monster,The Weeknd,3.78885630499,0.220843672457,0.0,0.0,0.152492668622,0.0293255131965,0.0703812316716,0.0117302052786,0.0322580645161,0.0117302052786,0.0058651026393,0.0058651026393,0.00293255131965,0.0058651026393,0.00293255131965,0.0,0.0,0.0,0.0,0.0058651026393,0.0,0.0,0.0,0.0234604105572,0.0,0.0,0.0,0.0,0.0234604105572,0.0,0.0,0.0,0.0,0.0,1
Sex With Me,Rihanna,4.6265060241,0.441747572816,0.0,0.0,0.0301204819277,0.0,0.0,0.00602409638554,0.0240963855422,0.0301204819277,0.00602409638554,0.00602409638554,0.0180722891566,0.0,0.0180722891566,0.00602409638554,0.0,0.0120481927711,0.0,0.0,0.0,0.00602409638554,0.0,0.0,0.0,0.0,0.00602409638554,0.0,0.0120481927711,0.0180722891566,0.0,0.0,0.0,0.0120481927711,1
Everything 1K,Kodak Black,4.6098265896,0.46978021978,0.0,0.0,0.0693641618497,0.0,0.0,0.0,0.0115606936416,0.00578034682081,0.00867052023121,0.00867052023121,0.00867052023121,0.0,0.0115606936416,0.0,0.0,0.0115606936416,0.0,0.0,0.0,0.0115606936416,0.0,0.0,0.0,0.0,0.0,0.0,0.0028901734104,0.0028901734104,0.0,0.0028901734104,0.0115606936416,0.0,1
Galway Girl,Ed Sheeran,4.3321299639,0.414414414414,0.0,0.0,0.057761732852,0.0,0.00361010830325,0.0072202166065,0.0108303249097,0.00361010830325,0.0072202166065,0.014440433213,0.0108303249097,0.00361010830325,0.0,0.014440433213,0.00361010830325,0.0,0.0,0.014440433213,0.0,0.0,0.0,0.00361010830325,0.0180505415162,0.00361010830325,0.0,0.0,0.0,0.0,0.0072202166065,0.0,0.0,0.0,1
Dive,Ed Sheeran,3.85576923077,0.373873873874,0.0,0.0,0.134615384615,0.0480769230769,0.0,0.00961538461538,0.0192307692308,0.00480769230769,0.0,0.00480769230769,0.0432692307692,0.00480769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00480769230769,0.0,0.0,0.0,0.0,0.0,0.0144230769231,0.0,0.00480769230769,0.0,0.0,0.0144230769231,1
Bom Bidi Bom,Nick Jonas,3.60759493671,0.247058823529,0.0,0.0,0.0632911392405,0.00759493670886,0.0151898734177,0.00253164556962,0.00506329113924,0.0126582278481,0.00759493670886,0.020253164557,0.00253164556962,0.00759493670886,0.0,0.0278481012658,0.0,0.0,0.0126582278481,0.020253164557,0.00506329113924,0.0,0.00506329113924,0.0,0.020253164557,0.0,0.00253164556962,0.0,0.00253164556962,0.0,0.00506329113924,0.0,0.0,0.0,1
Prblms,6LACK,3.88805970149,0.311258278146,0.0,0.0,0.111940298507,0.0422885572139,0.0174129353234,0.00995024875622,0.00995024875622,0.00248756218905,0.0124378109453,0.00248756218905,0.00746268656716,0.0,0.0,0.00497512437811,0.0,0.0,0.00746268656716,0.00995024875622,0.0273631840796,0.00248756218905,0.0,0.0,0.0149253731343,0.00248756218905,0.00497512437811,0.0,0.00995024875622,0.00248756218905,0.00995024875622,0.00746268656716,0.00248756218905,0.0,1
Yeah Boy,Kelsea Ballerini,3.65957446809,0.245945945946,0.0,0.0,0.0851063829787,0.00911854103343,0.0303951367781,0.00607902735562,0.0121580547112,0.0,0.00303951367781,0.0121580547112,0.0151975683891,0.0212765957447,0.00607902735562,0.0,0.063829787234,0.0,0.00303951367781,0.00911854103343,0.0,0.00303951367781,0.0,0.0,0.0,0.0151975683891,0.0,0.063829787234,0.0,0.0151975683891,0.0,0.0881458966565,0.00607902735562,0.00303951367781,1
XO TOUR Llif3,Lil Uzi Vert,4.02941176471,0.385869565217,0.0,0.0,0.0686274509804,0.0196078431373,0.016339869281,0.016339869281,0.0,0.00653594771242,0.0130718954248,0.00653594771242,0.00326797385621,0.00653594771242,0.0,0.0,0.00326797385621,0.00653594771242,0.0228758169935,0.0,0.00326797385621,0.00326797385621,0.0,0.00326797385621,0.00326797385621,0.00326797385621,0.0,0.00326797385621,0.0,0.00326797385621,0.00326797385621,0.0,0.0294117647059,0.0,1
Tunnel Vision,Kodak Black,3.81004366812,0.213644524237,0.0,0.0,0.0960698689956,0.0436681222707,0.0152838427948,0.0,0.0,0.0152838427948,0.0152838427948,0.0,0.00655021834061,0.0,0.00218340611354,0.0,0.0393013100437,0.0131004366812,0.0,0.0,0.00873362445415,0.0,0.0,0.0262008733624,0.00655021834061,0.0,0.0,0.0393013100437,0.0262008733624,0.0174672489083,0.0196506550218,0.0,0.0,0.0,1
Congratulations,Post Malone,4.42073170732,0.370179948586,0.0,0.0,0.100609756098,0.0213414634146,0.0213414634146,0.0,0.0121951219512,0.0121951219512,0.00914634146341,0.0030487804878,0.0030487804878,0.0,0.0030487804878,0.0,0.0030487804878,0.00609756097561,0.0426829268293,0.015243902439,0.00914634146341,0.0030487804878,0.0,0.0,0.0,0.0,0.0030487804878,0.0030487804878,0.0,0.0030487804878,0.0,0.015243902439,0.0,0.0,1
Think A Little Less,Michael Ray,4.55208333333,0.469696969697,0.0,0.0,0.015625,0.00520833333333,0.0,0.00520833333333,0.00520833333333,0.0208333333333,0.0104166666667,0.00520833333333,0.0625,0.00520833333333,0.0260416666667,0.0,0.00520833333333,0.0,0.0,0.0104166666667,0.0,0.0104166666667,0.0,0.0,0.0,0.0,0.0,0.00520833333333,0.0,0.0,0.0,0.0104166666667,0.00520833333333,0.0,1
Comin Out Strong,Future,4.18372093023,0.37890625,0.0,0.0,0.104651162791,0.0302325581395,0.0116279069767,0.0046511627907,0.0255813953488,0.00232558139535,0.0186046511628,0.0116279069767,0.00232558139535,0.00232558139535,0.0,0.00232558139535,0.00697674418605,0.0139534883721,0.00232558139535,0.0,0.0046511627907,0.0,0.00232558139535,0.00232558139535,0.0,0.00697674418605,0.0,0.00697674418605,0.0,0.0116279069767,0.0186046511628,0.0,0.0,0.0,1
Treat You Better,Shawn Mendes,4.14556962025,0.43125,0.0,0.0,0.132911392405,0.0189873417722,0.00632911392405,0.0126582278481,0.0506329113924,0.0253164556962,0.0,0.0,0.0379746835443,0.0126582278481,0.0,0.0,0.00632911392405,0.0,0.0,0.00632911392405,0.0,0.0,0.0,0.0,0.0189873417722,0.0316455696203,0.0,0.00632911392405,0.00632911392405,0.0,0.00632911392405,0.0,0.0,0.0126582278481,1
Don't Wanna Know,Maroon 5,3.42931937173,0.186640471513,0.0,0.0,0.0916230366492,0.0471204188482,0.00785340314136,0.0235602094241,0.109947643979,0.00785340314136,0.00261780104712,0.00261780104712,0.0287958115183,0.00261780104712,0.0,0.0235602094241,0.0366492146597,0.0,0.00261780104712,0.0,0.0,0.00523560209424,0.0,0.0,0.0,0.00261780104712,0.0,0.0366492146597,0.0,0.00261780104712,0.00523560209424,0.00261780104712,0.0235602094241,0.00261780104712,1
Do Not Disturb,Drake,4.51364764268,0.604910714286,0.0,0.0,0.0868486352357,0.014888337469,0.00992555831266,0.0272952853598,0.00992555831266,0.0198511166253,0.00992555831266,0.00496277915633,0.00248138957816,0.0,0.00992555831266,0.00496277915633,0.0,0.00248138957816,0.00248138957816,0.00248138957816,0.0,0.0124069478908,0.00496277915633,0.0,0.014888337469,0.00248138957816,0.00248138957816,0.0,0.0124069478908,0.00496277915633,0.00744416873449,0.00744416873449,0.0,0.00248138957816,1
T-Shirt,Migos,4.60410557185,0.436320754717,0.0,0.0,0.0351906158358,0.0234604105572,0.0,0.0058651026393,0.0,0.0058651026393,0.00879765395894,0.0,0.0,0.0,0.0117302052786,0.0,0.00293255131965,0.0381231671554,0.0,0.0,0.00879765395894,0.00293255131965,0.00293255131965,0.0117302052786,0.0058651026393,0.00293255131965,0.0058651026393,0.00293255131965,0.00293255131965,0.0,0.0,0.00293255131965,0.00293255131965,0.00293255131965,1
Slide,Calvin Harris,4.36860068259,0.423076923077,0.0,0.0,0.0546075085324,0.00682593856655,0.0102389078498,0.0170648464164,0.00341296928328,0.0443686006826,0.0136518771331,0.00682593856655,0.0238907849829,0.00341296928328,0.0,0.0,0.00341296928328,0.00341296928328,0.00341296928328,0.0,0.00341296928328,0.0,0.00682593856655,0.0102389078498,0.0,0.0,0.00341296928328,0.00341296928328,0.0,0.00341296928328,0.0,0.0,0.0,0.0,1
Mask Off,Future,4.968,0.392215568862,0.0,0.0,0.032,0.028,0.008,0.0,0.0,0.004,0.012,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.008,0.0,0.008,0.0,0.0,0.036,0.0,0.0,0.004,0.0,0.0,0.008,0.0,1
Make Love,Gucci Mane & Nicki Minaj,3.92227979275,0.461024498886,0.0,0.0,0.0751295336788,0.0155440414508,0.0310880829016,0.0181347150259,0.00259067357513,0.0129533678756,0.0129533678756,0.0155440414508,0.0155440414508,0.0,0.00518134715026,0.059585492228,0.0259067357513,0.00259067357513,0.0,0.0,0.00518134715026,0.0,0.0,0.00518134715026,0.0,0.00518134715026,0.0129533678756,0.0155440414508,0.0,0.0284974093264,0.0,0.0,0.0,0.0,1
