title,artist,average characters,uniqueness,num long words,I,n't,'m,'s,know,like,got,You,And,'re,get,love,na,nigga,yeah,But,ai,go,back,gon,want,time,bitch,wan,need,make,one,Yeah,way,let,popular
Supermarket Flowers,Ed Sheeran,4.03243243243,0.528205128205,0.0,0.0,0.0810810810811,0.00540540540541,0.00540540540541,0.0324324324324,0.0162162162162,0.0,0.00540540540541,0.0378378378378,0.00540540540541,0.0216216216216,0.00540540540541,0.00540540540541,0.0,0.0,0.0,0.00540540540541,0.0,0.0108108108108,0.0162162162162,0.0,0.0,0.00540540540541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Still Got Time,Zayn,4.00992555831,0.186403508772,0.0,0.0,0.0372208436725,0.0124069478908,0.00496277915633,0.0,0.014888337469,0.0,0.0719602977667,0.0173697270471,0.0198511166253,0.0595533498759,0.0,0.0198511166253,0.00992555831266,0.0,0.029776674938,0.00496277915633,0.0,0.0,0.0,0.00744416873449,0.0,0.0620347394541,0.0,0.00992555831266,0.0,0.0,0.0,0.0,0.0,0.00992555831266,1
Heavy,Linkin Park,4.34183673469,0.336538461538,0.0,0.0,0.158163265306,0.0,0.0357142857143,0.0204081632653,0.0204081632653,0.0102040816327,0.0,0.00510204081633,0.0102040816327,0.0,0.00510204081633,0.0,0.00510204081633,0.0,0.0,0.0255102040816,0.0,0.0204081632653,0.0,0.0,0.0,0.0,0.0,0.00510204081633,0.0,0.00510204081633,0.0,0.00510204081633,0.0,0.0255102040816,1
Passionfruit,Drake,4.7027027027,0.438502673797,0.0,0.0,0.0608108108108,0.0405405405405,0.00675675675676,0.0,0.0,0.00675675675676,0.0202702702703,0.0135135135135,0.0,0.0202702702703,0.0135135135135,0.0,0.0,0.0,0.00675675675676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027027027027,0.0,1
Madiba Riddim,Drake,3.7427184466,0.383928571429,0.0,0.0,0.131067961165,0.0145631067961,0.0485436893204,0.00970873786408,0.0533980582524,0.0,0.0,0.0145631067961,0.0,0.00485436893204,0.00485436893204,0.0145631067961,0.0145631067961,0.0,0.0,0.0,0.0,0.00970873786408,0.0194174757282,0.0,0.0,0.0388349514563,0.0,0.0,0.0242718446602,0.0,0.00970873786408,0.0,0.00485436893204,0.0,1
Ice Melts,Drake,4.51125401929,0.187935034803,0.0,0.0,0.0610932475884,0.0,0.0128617363344,0.0064308681672,0.0064308681672,0.032154340836,0.0,0.048231511254,0.0,0.0096463022508,0.0,0.0096463022508,0.0032154340836,0.0,0.0096463022508,0.0064308681672,0.0,0.0,0.0,0.0,0.0064308681672,0.0,0.0,0.0128617363344,0.0578778135048,0.0,0.0,0.0064308681672,0.0,0.0,1
Skepta Interlude,Drake,4.67412140575,0.513661202186,0.0,0.0,0.038338658147,0.0191693290735,0.00958466453674,0.102236421725,0.00638977635783,0.00958466453674,0.0,0.00319488817891,0.00319488817891,0.00319488817891,0.00319488817891,0.00319488817891,0.00319488817891,0.0,0.0,0.00319488817891,0.00319488817891,0.0,0.0127795527157,0.0,0.0,0.00319488817891,0.0,0.00319488817891,0.0,0.00319488817891,0.0,0.00638977635783,0.0,0.0,1
Culture,Migos,4.32894736842,0.564971751412,0.0,0.0,0.0394736842105,0.0197368421053,0.00328947368421,0.0230263157895,0.00328947368421,0.0,0.00328947368421,0.00328947368421,0.0,0.0,0.00986842105263,0.0,0.00328947368421,0.0263157894737,0.0,0.00328947368421,0.00986842105263,0.0,0.0131578947368,0.0131578947368,0.00328947368421,0.00328947368421,0.00986842105263,0.00328947368421,0.00328947368421,0.00328947368421,0.00657894736842,0.00657894736842,0.0,0.00328947368421,1
Rockabye,Clean Bandit,4.20465116279,0.276315789474,0.0,0.0,0.0302325581395,0.0395348837209,0.0255813953488,0.0232558139535,0.0093023255814,0.0116279069767,0.0186046511628,0.00697674418605,0.0046511627907,0.0093023255814,0.0,0.0255813953488,0.0372093023256,0.0,0.00232558139535,0.0,0.0046511627907,0.0,0.0,0.0418604651163,0.00232558139535,0.0046511627907,0.0,0.0,0.0,0.00232558139535,0.0093023255814,0.0,0.0,0.0,1
Chanel,Frank Ocean,4.173374613,0.528571428571,0.0,0.0,0.0650154798762,0.0123839009288,0.0123839009288,0.0340557275542,0.0061919504644,0.0433436532508,0.015479876161,0.0030959752322,0.0185758513932,0.0,0.0,0.0,0.0,0.0030959752322,0.0,0.0030959752322,0.0,0.0,0.0061919504644,0.0,0.0,0.0,0.0030959752322,0.0,0.00928792569659,0.0030959752322,0.0030959752322,0.0,0.0,0.0,1
Cold,Maroon 5,4.21505376344,0.294536817102,0.0,0.0,0.0833333333333,0.0591397849462,0.00268817204301,0.0134408602151,0.0134408602151,0.0215053763441,0.00268817204301,0.010752688172,0.0,0.0456989247312,0.00806451612903,0.0,0.00537634408602,0.0,0.0403225806452,0.00268817204301,0.00268817204301,0.00268817204301,0.0,0.0,0.00268817204301,0.00806451612903,0.0,0.00537634408602,0.00268817204301,0.0,0.0,0.0,0.00268817204301,0.00268817204301,1
Moves,Big Sean,4.02332361516,0.44094488189,0.0,0.0,0.113702623907,0.00874635568513,0.0262390670554,0.0145772594752,0.0,0.0174927113703,0.0379008746356,0.0145772594752,0.0,0.0,0.00291545189504,0.0,0.0,0.00583090379009,0.0,0.00291545189504,0.00291545189504,0.0,0.0116618075802,0.0,0.0,0.00291545189504,0.0116618075802,0.0,0.00291545189504,0.0379008746356,0.0,0.00874635568513,0.00583090379009,0.0,1
How Far I'll Go,Auli'i Cravalho,3.52054794521,0.641025641026,0.0,0.0,0.164383561644,0.013698630137,0.013698630137,0.027397260274,0.041095890411,0.0,0.0,0.0,0.013698630137,0.0,0.0,0.0,0.0,0.0,0.0,0.013698630137,0.0,0.0547945205479,0.013698630137,0.0,0.0,0.013698630137,0.0,0.0,0.013698630137,0.013698630137,0.013698630137,0.0,0.0,0.0,1
Issues,Julia Michaels,3.66363636364,0.258064516129,0.0,0.0,0.140909090909,0.0227272727273,0.0181818181818,0.0,0.0,0.00909090909091,0.0863636363636,0.00909090909091,0.0363636363636,0.00454545454545,0.0136363636364,0.0181818181818,0.0,0.0,0.0,0.0136363636364,0.0,0.0,0.00454545454545,0.0,0.0,0.0,0.0,0.0,0.0272727272727,0.0,0.0272727272727,0.0227272727273,0.0,0.0,1
Shining,DJ Khaled,3.99047619048,0.301775147929,0.0,0.0,0.0533333333333,0.0742857142857,0.0152380952381,0.00761904761905,0.00571428571429,0.00761904761905,0.00190476190476,0.00190476190476,0.00380952380952,0.0,0.00190476190476,0.0,0.0114285714286,0.00761904761905,0.04,0.0,0.00761904761905,0.0,0.0,0.0152380952381,0.00190476190476,0.0,0.00190476190476,0.0,0.00380952380952,0.0114285714286,0.00380952380952,0.00190476190476,0.0,0.00190476190476,1
Black Beatles,Rae Sremmurd,4.4265060241,0.440748440748,0.0,0.0,0.0602409638554,0.00963855421687,0.0168674698795,0.00963855421687,0.00963855421687,0.021686746988,0.00722891566265,0.0,0.00240963855422,0.0,0.0120481927711,0.00240963855422,0.0,0.00240963855422,0.0,0.00240963855422,0.0,0.00240963855422,0.00240963855422,0.0,0.0,0.0,0.00722891566265,0.0,0.00240963855422,0.0,0.0,0.0,0.0,0.00240963855422,1
Selfish,Future,4.65317919075,0.490384615385,0.0,0.0,0.028901734104,0.00578034682081,0.0,0.0809248554913,0.0,0.00578034682081,0.0,0.0,0.0,0.0,0.0,0.00578034682081,0.0,0.0,0.0404624277457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00578034682081,0.00578034682081,0.00578034682081,0.0115606936416,0.0,0.0231213872832,1
Starboy,The Weeknd,4.2875399361,0.409604519774,0.0,0.0,0.0798722044728,0.0127795527157,0.0223642172524,0.00319488817891,0.0,0.00319488817891,0.0,0.0191693290735,0.0,0.0,0.00638977635783,0.0127795527157,0.0,0.00958466453674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00319488817891,0.00638977635783,0.0,0.0191693290735,0.0,0.0,0.0,0.0,0.0,1
God Your Mama And Me,Florida Georgia Line,4.09708737864,0.354838709677,0.0,0.0,0.0485436893204,0.00485436893204,0.0194174757282,0.0242718446602,0.0291262135922,0.0,0.0,0.0291262135922,0.0,0.0,0.0,0.0291262135922,0.0582524271845,0.0,0.0,0.0,0.0,0.00485436893204,0.0,0.0582524271845,0.0,0.0,0.0,0.0,0.00485436893204,0.00970873786408,0.0145631067961,0.0,0.0,0.0,1
Both,Gucci Mane,3.74834437086,0.407854984894,0.0,0.0,0.185430463576,0.046357615894,0.0927152317881,0.00331125827815,0.0,0.00662251655629,0.0198675496689,0.00331125827815,0.0,0.00662251655629,0.00331125827815,0.0,0.0,0.0,0.00331125827815,0.0364238410596,0.00993377483444,0.00331125827815,0.0,0.00993377483444,0.0,0.0,0.0,0.0,0.00993377483444,0.00331125827815,0.00662251655629,0.00993377483444,0.0,0.00331125827815,1
Now and Later,Sage The Gemini,4.11356466877,0.367231638418,0.0,0.0,0.0725552050473,0.0252365930599,0.00946372239748,0.018927444795,0.01261829653,0.0252365930599,0.0157728706625,0.0725552050473,0.0,0.0252365930599,0.0315457413249,0.00630914826498,0.0,0.0,0.0,0.0,0.00630914826498,0.00315457413249,0.00315457413249,0.0,0.0,0.00630914826498,0.0,0.0,0.00315457413249,0.00315457413249,0.0,0.0,0.00315457413249,0.0,1
I Feel It Coming,The Weeknd,3.69914040115,0.159904534606,0.0,0.0,0.203438395415,0.0229226361032,0.00286532951289,0.0,0.0171919770774,0.00286532951289,0.00286532951289,0.025787965616,0.00573065902579,0.00859598853868,0.00286532951289,0.00859598853868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00286532951289,0.00573065902579,0.0,0.0,0.00286532951289,0.00286532951289,0.0,0.00286532951289,0.0,0.00286532951289,1
Any Ol' Barstool,Jason Aldean,3.85981308411,0.357142857143,0.0,0.0,0.107476635514,0.0373831775701,0.00934579439252,0.0,0.00934579439252,0.0,0.00467289719626,0.0,0.0140186915888,0.0140186915888,0.00467289719626,0.0,0.00467289719626,0.0,0.0,0.0280373831776,0.0233644859813,0.00467289719626,0.0,0.0,0.0,0.0,0.0,0.00467289719626,0.0,0.00467289719626,0.0,0.00467289719626,0.018691588785,0.0,1
Bad Things,Machine Gun Kelly,3.88739946381,0.3,0.0,0.0,0.131367292225,0.0455764075067,0.00804289544236,0.029490616622,0.0,0.0134048257373,0.00268096514745,0.00268096514745,0.029490616622,0.0268096514745,0.00268096514745,0.00804289544236,0.0107238605898,0.0,0.00268096514745,0.00268096514745,0.0,0.0,0.00536193029491,0.0,0.0160857908847,0.0,0.0,0.0107238605898,0.0,0.0,0.00268096514745,0.0,0.00536193029491,0.0,1
Craving You,Thomas Rhett,4.11344537815,0.281124497992,0.0,0.0,0.134453781513,0.0378151260504,0.0504201680672,0.0168067226891,0.0168067226891,0.0210084033613,0.00840336134454,0.0168067226891,0.0,0.0126050420168,0.0252100840336,0.0,0.0,0.0,0.00420168067227,0.00840336134454,0.00840336134454,0.00840336134454,0.0,0.0,0.0,0.00840336134454,0.0,0.0,0.0,0.0,0.0,0.0,0.0126050420168,0.0,1
Starving,Hailee Steinfeld & Grey,4.05555555556,0.267676767677,0.0,0.0,0.183333333333,0.0611111111111,0.0,0.0166666666667,0.0666666666667,0.0,0.00555555555556,0.0222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.00555555555556,0.0,0.0,0.0,0.0,0.0,0.0111111111111,0.0,0.0,0.0,0.0111111111111,0.00555555555556,0.0,0.00555555555556,0.0333333333333,0.0,1
My Old Man,Zac Brown Band,3.70634920635,0.590551181102,0.0,0.0,0.103174603175,0.0,0.015873015873,0.031746031746,0.00793650793651,0.00793650793651,0.0,0.0,0.0238095238095,0.0,0.0,0.0,0.0,0.0,0.0,0.00793650793651,0.0,0.015873015873,0.00793650793651,0.0,0.00793650793651,0.0,0.0,0.0,0.0,0.0,0.00793650793651,0.0,0.00793650793651,0.00793650793651,1
HandClap,Fitz And The Tantrums,4.18367346939,0.37969924812,0.0,0.0,0.102040816327,0.0163265306122,0.0122448979592,0.0,0.0204081632653,0.0122448979592,0.00816326530612,0.00816326530612,0.00816326530612,0.0204081632653,0.0122448979592,0.0,0.0,0.0,0.0,0.00408163265306,0.0,0.0,0.0,0.0,0.00816326530612,0.0,0.0,0.0,0.00816326530612,0.0530612244898,0.00408163265306,0.0,0.0,0.0,1
Perfect,Ed Sheeran,4.47398843931,0.477611940299,0.0,0.0,0.138728323699,0.0115606936416,0.0173410404624,0.0,0.0173410404624,0.0,0.0,0.00578034682081,0.0115606936416,0.0115606936416,0.0,0.028901734104,0.0,0.0,0.0,0.0115606936416,0.0,0.0,0.0,0.0,0.0,0.0115606936416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Road Less Traveled,Lauren Alaina,4.42386831276,0.282142857143,0.0,0.0,0.0,0.0781893004115,0.0,0.00411522633745,0.0,0.0,0.0082304526749,0.0082304526749,0.0,0.0123456790123,0.0082304526749,0.0,0.0,0.0,0.0,0.0,0.00411522633745,0.0,0.0082304526749,0.0,0.0,0.0,0.0,0.0,0.0,0.0082304526749,0.0082304526749,0.0,0.0,0.0082304526749,1
If The Boot Fits,Granger Smith,4.33112582781,0.465838509317,0.0,0.0,0.0198675496689,0.0198675496689,0.0,0.0,0.0,0.0132450331126,0.0,0.0198675496689,0.0,0.0264900662252,0.0331125827815,0.0,0.00662251655629,0.0,0.0,0.0,0.0,0.0,0.00662251655629,0.0,0.0,0.00662251655629,0.0,0.00662251655629,0.0,0.0198675496689,0.0,0.0331125827815,0.0,0.0,1
The Greatest,Sia,4.03846153846,0.192405063291,0.0,0.0,0.160256410256,0.0576923076923,0.0384615384615,0.0,0.0,0.0,0.0384615384615,0.0,0.0128205128205,0.0,0.00320512820513,0.00320512820513,0.0,0.0,0.00641025641026,0.0128205128205,0.0,0.0,0.00320512820513,0.0,0.0,0.0,0.0,0.0,0.00320512820513,0.0,0.0,0.0,0.0,0.0,1
Can't Have Everything,Drake,4.85205479452,0.56981981982,0.0,0.0,0.0602739726027,0.027397260274,0.0191780821918,0.0219178082192,0.00821917808219,0.00821917808219,0.00547945205479,0.0027397260274,0.0,0.0027397260274,0.0027397260274,0.0,0.0,0.013698630137,0.0027397260274,0.00821917808219,0.0027397260274,0.00821917808219,0.0109589041096,0.0,0.00547945205479,0.0,0.0,0.0,0.0,0.0027397260274,0.0,0.0027397260274,0.0027397260274,0.0,1
Dancing On My Own,Calum Scott,3.42105263158,0.299578059072,0.0,0.0,0.138755980861,0.0239234449761,0.0861244019139,0.0143540669856,0.00956937799043,0.0,0.00956937799043,0.0,0.0622009569378,0.0239234449761,0.0,0.00478468899522,0.00478468899522,0.0,0.00956937799043,0.0334928229665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00478468899522,0.0,0.0,0.0,0.0,0.0,0.0,1
Make Me (Cry),Noah Cyrus,3.76328502415,0.382222222222,0.0,0.0,0.144927536232,0.0338164251208,0.00966183574879,0.0,0.00966183574879,0.0676328502415,0.0048309178744,0.0144927536232,0.0,0.0048309178744,0.0048309178744,0.0,0.0,0.0,0.00966183574879,0.0144927536232,0.0144927536232,0.0,0.0,0.0,0.0,0.0048309178744,0.0,0.0,0.0,0.024154589372,0.0,0.0144927536232,0.0048309178744,0.0,1
Call On Me,Starley,4.04278074866,0.283783783784,0.0,0.0,0.00534759358289,0.0320855614973,0.0,0.0,0.0427807486631,0.0,0.0,0.0748663101604,0.0320855614973,0.0320855614973,0.0,0.0267379679144,0.0,0.0,0.0,0.0106951871658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0427807486631,0.0,0.0,0.0,0.0106951871658,0.0,1
Happier,Ed Sheeran,3.9754601227,0.494252873563,0.0,0.0,0.122699386503,0.0306748466258,0.0,0.0184049079755,0.0306748466258,0.0306748466258,0.0,0.0122699386503,0.00613496932515,0.0122699386503,0.0,0.0122699386503,0.0,0.0,0.0,0.0429447852761,0.0184049079755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00613496932515,0.00613496932515,0.0184049079755,0.00613496932515,0.0,0.0,1
Sober Saturday Night,Chris Young,4.59124087591,0.38,0.0,0.0,0.124087591241,0.029197080292,0.0656934306569,0.021897810219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029197080292,0.0,0.0,0.0,0.00729927007299,1
At My Best,Machine Gun Kelly,3.71076923077,0.350746268657,0.0,0.0,0.147692307692,0.0215384615385,0.00615384615385,0.0307692307692,0.00307692307692,0.00615384615385,0.0369230769231,0.00923076923077,0.0,0.0,0.0246153846154,0.00923076923077,0.00307692307692,0.0,0.00307692307692,0.00923076923077,0.00307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.00307692307692,0.00307692307692,0.00923076923077,0.00615384615385,0.0,0.00307692307692,0.00307692307692,1
Play That Song,Train,3.78775510204,0.323886639676,0.0,0.0,0.00816326530612,0.00816326530612,0.00408163265306,0.0326530612245,0.0,0.0,0.0326530612245,0.0,0.0204081632653,0.00408163265306,0.00408163265306,0.00408163265306,0.0285714285714,0.0,0.0,0.0,0.0,0.0285714285714,0.0,0.0285714285714,0.0,0.0,0.0,0.0,0.0,0.065306122449,0.0571428571429,0.0,0.0,0.00816326530612,1
Free Smoke,Drake,4.24700239808,0.508946322068,0.0,0.0,0.0575539568345,0.0191846522782,0.00479616306954,0.0167865707434,0.0143884892086,0.00479616306954,0.00959232613909,0.00719424460432,0.0119904076739,0.0,0.0119904076739,0.00239808153477,0.00239808153477,0.00479616306954,0.0167865707434,0.00239808153477,0.00239808153477,0.00239808153477,0.00479616306954,0.0,0.0,0.00239808153477,0.0,0.00239808153477,0.0,0.00239808153477,0.00239808153477,0.00479616306954,0.00239808153477,0.00479616306954,1
Believer,Imagine Dragons,4.64754098361,0.387096774194,0.0,0.0,0.0368852459016,0.00409836065574,0.0122950819672,0.0,0.0,0.0122950819672,0.0,0.0409836065574,0.0,0.00409836065574,0.0,0.0122950819672,0.0,0.0,0.0,0.00819672131148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00819672131148,0.0,0.00819672131148,0.0245901639344,1
Since Way Back,Drake,4.04712041885,0.337129840547,0.0,0.0,0.0916230366492,0.0340314136126,0.00523560209424,0.0287958115183,0.112565445026,0.00523560209424,0.00785340314136,0.0235602094241,0.00523560209424,0.00523560209424,0.00261780104712,0.0,0.0,0.0,0.0,0.00261780104712,0.0,0.00523560209424,0.00523560209424,0.00785340314136,0.00523560209424,0.00261780104712,0.0,0.0,0.0,0.0,0.0,0.00523560209424,0.00523560209424,0.0183246073298,1
Guys My Age,Hey Violet,3.75563909774,0.300724637681,0.0,0.0,0.015037593985,0.139097744361,0.00751879699248,0.00375939849624,0.131578947368,0.00375939849624,0.0,0.0,0.00751879699248,0.0225563909774,0.00375939849624,0.0263157894737,0.015037593985,0.0,0.00375939849624,0.0,0.0,0.0,0.0225563909774,0.0,0.0,0.0,0.0,0.015037593985,0.00375939849624,0.00751879699248,0.00375939849624,0.0,0.00375939849624,0.0,1
All Time Low,Jon Bellion,3.30031948882,0.127049180328,0.0,0.0,0.0670926517572,0.00638977635783,0.0191693290735,0.0191693290735,0.0127795527157,0.00319488817891,0.0,0.00638977635783,0.0,0.00638977635783,0.0,0.00319488817891,0.0,0.0,0.0,0.0191693290735,0.0,0.0,0.0,0.0,0.00319488817891,0.0127795527157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Jump Out The Window,Big Sean,4.08288770053,0.335714285714,0.0,0.0,0.0935828877005,0.0106951871658,0.0133689839572,0.0133689839572,0.0401069518717,0.0133689839572,0.0213903743316,0.0160427807487,0.024064171123,0.0,0.00534759358289,0.00534759358289,0.0,0.00802139037433,0.0374331550802,0.00802139037433,0.0,0.0,0.0106951871658,0.0,0.0,0.0213903743316,0.0,0.0,0.00802139037433,0.0,0.00267379679144,0.0,0.00267379679144,0.0,1
Bounce Back,Big Sean,4.26096491228,0.422641509434,0.0,0.0,0.0833333333333,0.00219298245614,0.00438596491228,0.00657894736842,0.00877192982456,0.0175438596491,0.00219298245614,0.00219298245614,0.0,0.0,0.00438596491228,0.0,0.0,0.00219298245614,0.00219298245614,0.00219298245614,0.0,0.0,0.0548245614035,0.00219298245614,0.0,0.00219298245614,0.00438596491228,0.0,0.00219298245614,0.0,0.0241228070175,0.00219298245614,0.0,0.0,1
Fake Love,Drake,4.01798561151,0.269592476489,0.0,0.0,0.0791366906475,0.0215827338129,0.0,0.0143884892086,0.0107913669065,0.0359712230216,0.0215827338129,0.00359712230216,0.00359712230216,0.0,0.00359712230216,0.0287769784173,0.0359712230216,0.0,0.00359712230216,0.0,0.00719424460432,0.0,0.00359712230216,0.0,0.0,0.0215827338129,0.0,0.0359712230216,0.0,0.0,0.00719424460432,0.0107913669065,0.0,0.0,1
Beauty And The Beast,Ariana Grande,4.83516483516,0.556701030928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021978021978,0.0,0.0,0.0,0.0,0.0,0.010989010989,0.0,0.0,0.0,0.0,0.0,0.0,0.043956043956,0.0,0.0,0.0,0.0,0.010989010989,0.0,0.0,0.0,1
iSpy,KYLE,3.89868667917,0.403174603175,0.0,0.0,0.114446529081,0.0356472795497,0.0093808630394,0.015009380863,0.00750469043152,0.0225140712946,0.00375234521576,0.0093808630394,0.00375234521576,0.00562851782364,0.0168855534709,0.0,0.00375234521576,0.00562851782364,0.0,0.0,0.0112570356473,0.00375234521576,0.00375234521576,0.00375234521576,0.0,0.00187617260788,0.00562851782364,0.00187617260788,0.00187617260788,0.0,0.0,0.00187617260788,0.0,0.0,1
Million Reasons,Lady Gaga,4.2750929368,0.313531353135,0.0,0.0,0.0855018587361,0.00371747211896,0.00743494423792,0.00743494423792,0.0,0.00371747211896,0.0111524163569,0.0111524163569,0.00371747211896,0.0223048327138,0.0,0.0,0.0,0.0,0.0,0.0185873605948,0.0,0.00371747211896,0.0,0.0,0.0,0.0,0.0,0.0,0.0185873605948,0.0148698884758,0.0669144981413,0.0,0.0148698884758,0.00371747211896,1
80s Mercedes,Maren Morris,4.1568627451,0.37610619469,0.0,0.0,0.0833333333333,0.0196078431373,0.0539215686275,0.0245098039216,0.0,0.0294117647059,0.0,0.00490196078431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0196078431373,0.00980392156863,0.0,0.0,0.00490196078431,0.0147058823529,0.0,0.0,0.0,0.0,0.0,0.00490196078431,0.0,0.0,1
The One,The Chainsmokers,3.41860465116,0.435714285714,0.0,0.0,0.139534883721,0.077519379845,0.0077519379845,0.031007751938,0.0387596899225,0.0077519379845,0.0,0.0077519379845,0.0387596899225,0.0,0.0,0.0,0.0,0.0,0.0077519379845,0.0,0.0,0.0232558139535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0077519379845,0.062015503876,0.0,0.0,0.015503875969,1
Halfway Off The Balcony,Big Sean,4.16842105263,0.448660714286,0.0,0.0,0.0868421052632,0.0368421052632,0.0236842105263,0.0289473684211,0.00526315789474,0.0131578947368,0.0105263157895,0.00526315789474,0.00526315789474,0.00263157894737,0.0,0.00263157894737,0.0,0.0,0.0,0.00263157894737,0.00263157894737,0.00789473684211,0.00526315789474,0.00789473684211,0.00263157894737,0.00263157894737,0.00263157894737,0.0,0.00263157894737,0.0,0.0,0.00526315789474,0.0157894736842,0.0,1
Wanna Be That Song,Brett Eldredge,4.07142857143,0.36524822695,0.0,0.0,0.0714285714286,0.0,0.0,0.00793650793651,0.0,0.0,0.0,0.00396825396825,0.0,0.0277777777778,0.0119047619048,0.0,0.107142857143,0.0,0.00396825396825,0.0,0.0,0.0,0.00793650793651,0.0,0.0,0.0119047619048,0.0,0.0952380952381,0.00396825396825,0.0238095238095,0.0,0.0,0.0,0.0,1
You're Welcome,Dwayne “The Rock” Johnson,4.05147058824,0.457575757576,0.0,0.0,0.0698529411765,0.00735294117647,0.0110294117647,0.0661764705882,0.0110294117647,0.0,0.0110294117647,0.0183823529412,0.00735294117647,0.0625,0.0,0.0,0.00367647058824,0.0,0.0,0.0,0.0,0.00735294117647,0.0,0.00367647058824,0.0,0.0,0.0,0.0,0.00735294117647,0.00367647058824,0.0,0.0,0.00367647058824,0.00735294117647,1
Portland,Drake,4.20222222222,0.446529080675,0.0,0.0,0.0488888888889,0.00666666666667,0.0133333333333,0.0133333333333,0.0,0.00444444444444,0.0244444444444,0.00888888888889,0.00222222222222,0.0,0.00444444444444,0.0,0.00222222222222,0.02,0.0,0.00888888888889,0.0,0.0133333333333,0.00666666666667,0.00888888888889,0.0,0.0,0.00666666666667,0.00222222222222,0.0,0.00222222222222,0.0,0.00888888888889,0.0177777777778,0.0155555555556,1
24K Magic,Bruno Mars,4.16842105263,0.415384615385,0.0,0.0,0.0350877192982,0.0280701754386,0.00701754385965,0.0175438596491,0.0105263157895,0.0175438596491,0.00350877192982,0.0,0.0,0.0,0.00350877192982,0.0,0.0,0.0,0.0,0.0,0.00701754385965,0.0105263157895,0.00350877192982,0.0,0.00350877192982,0.00701754385965,0.00350877192982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Teenage Fever,Drake,4.14507772021,0.45871559633,0.0,0.0,0.0673575129534,0.0103626943005,0.0259067357513,0.0259067357513,0.0155440414508,0.00518134715026,0.0,0.0103626943005,0.0569948186528,0.00518134715026,0.0,0.0414507772021,0.0,0.0,0.00518134715026,0.0103626943005,0.00518134715026,0.0,0.0103626943005,0.0,0.0,0.00518134715026,0.0,0.0,0.0,0.0,0.0,0.0103626943005,0.00518134715026,0.0,1
OTW,DJ Luke Nasty,3.58743169399,0.404699738903,0.0,0.0,0.122950819672,0.016393442623,0.0546448087432,0.00546448087432,0.00819672131148,0.0109289617486,0.00273224043716,0.00819672131148,0.00546448087432,0.0,0.0191256830601,0.0,0.0,0.00819672131148,0.0,0.0,0.0109289617486,0.00273224043716,0.0,0.0,0.00819672131148,0.00546448087432,0.0,0.0,0.0,0.0191256830601,0.0,0.00546448087432,0.0273224043716,0.00546448087432,1
Today,Brad Paisley,4.27659574468,0.506944444444,0.0,0.0,0.0780141843972,0.0212765957447,0.0212765957447,0.00709219858156,0.0283687943262,0.0354609929078,0.0141843971631,0.00709219858156,0.0212765957447,0.00709219858156,0.0212765957447,0.0,0.0141843971631,0.0,0.0,0.0141843971631,0.0,0.00709219858156,0.00709219858156,0.0141843971631,0.0,0.00709219858156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
I Don't,Mariah Carey,4.19587628866,0.660377358491,0.0,0.0,0.113402061856,0.0309278350515,0.020618556701,0.0,0.020618556701,0.0,0.0,0.0515463917526,0.0,0.0103092783505,0.0,0.0412371134021,0.0,0.0,0.0103092783505,0.0309278350515,0.0,0.0,0.0,0.0,0.0,0.0103092783505,0.0,0.0,0.0103092783505,0.0,0.0,0.0,0.0,0.0,1
Love,Lana Del Rey,4.11052631579,0.311627906977,0.0,0.0,0.0315789473684,0.0421052631579,0.0157894736842,0.0421052631579,0.0105263157895,0.0,0.0,0.0105263157895,0.00526315789474,0.0157894736842,0.0421052631579,0.0315789473684,0.0,0.0,0.0,0.00526315789474,0.0,0.0421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0315789473684,0.0,0.0,0.0,0.0,1
